"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"13","KK","KAS","KAS201612-00027","15-12-2016 00:00:00","A.TUHANDA","PURBASARI","PEMB.SHT","100000000","001","02","02","080010100","","","Pembayaran Santunan Hari Tua (SHT)Bulan Juli s/d Desember 2014.","32482276","0","K001","31-12-2016 00:00:00","yayatwh","","02",
"13","KK","KAS","KAS201612-00027","15-12-2016 00:00:00","A.TUHANDA","PURBASARI","PEMB.SHT","100000000","002","02","02","080010100","","","Pembayaran Santunan Hari Tua (SHT) tahun 2015.","169689725","0","K001","31-12-2016 00:00:00","yayatwh","","02",
"13","KK","KAS","KAS201612-00029","15-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.HONOR","100000000","001","02","02","157070000","","","Pembayaran honor Bulan Desember 2016 kepada guru SD Sukwan & guru Madrasah Wanasuka.","1400000","0","K001","23-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00030","16-12-2016 00:00:00","A.TUHANDA","PURBASARI","BIAYA RAPAT","100000000","001","02","02","157070000","","","Biaya akomodasi dalam rangka pelaksanaan Rekon di Kantor Pusat.","3733000","0","K002","23-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00031","17-12-2016 00:00:00","A.TUHANDA","PURBASARI","BIAYA RAPT","100000000","001","02","02","157070000","","","Biaya Jamuan dalam rangka pelaksanaan rapat Sinder,MB,Mandor dan TU Kebun Purbasari.","4600000","0","K002","23-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00032","16-12-2016 00:00:00","TERLAMPIR","KERTAMANAH","IURAN IPDP","100000000","001","02","02","420010000","","","Pembayaran Iuran rutin IPDP Bulan Desember 2016.","1500000","0","K002","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00033","16-12-2016 00:00:00","TERLAMPIR","PURBASARI","BIAYA ONGKOS ANGKUT","100000000","001","02","02","157070000","","","Biaya Ongkos angkut produksi basah ke kebun seinduk.","1615000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00034","17-12-2016 00:00:00","TERLAMPIR","PURBASARI","SUMBANGAN","100000000","001","02","02","420000000","","","Bantuan sumbangan Bulan Desember 2016.","1520000","0","K002","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00036","19-12-2016 00:00:00","A.TUHANDA","PURBASARI","BIAYA RAPAT","100000000","001","02","02","426080000","","","Biaya jamuan dalam rangka pelaksanaan rapat sinder,MB dan Mandor.","5333000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00037","19-12-2016 00:00:00","A.TUHANDA","PURBASARI","BIAYA TAMU","100000000","001","02","02","406040000","","","Biaya akomodasi dan jamuan dalam rangka kunjungan tamu Bulan Desember 2016.","4450000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","002","02","02","200020000","D1522ZJ","","- D 1522 ZJ","675000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","003","02","02","201020000","D8529CV","","- D 8529 CP","666000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","004","02","02","201020000","D8615EN","","- D 8615 EN","630000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","005","02","02","201020000","D8616EN","","- D 8616 EN","483000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","006","02","02","201020000","D8537DI","","- D 8537 DI","597500","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","007","02","02","201020000","D8207YP","","- D 8207 YP","912000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00038","20-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEM.BPD","100000000","008","02","02","406030000","","","Pembayaran BPD kepada karyawan dinas keluar kebun Purbasari.","3225000","0","K001","31-12-2016 00:00:00","yayatwh","","01",
"13","BT","BNK","BNK201612-00006","08-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","REMISE","110000002","001","02","02","080010100","","","Terima Remise Modal Kerja Dari Kantor Pusat Pada Bank BRI Cab.Majalaya Untuk Pembayaran Upah Karyawan Bulan Nopember 2016.","1592855000","0","T004","15-12-2016 09:58:04","nandang","","01",
"13","BT","BNK","BNK201612-00006","08-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","REMISE","110000002","002","02","02","080010100","","","Pembayaran White Tea Dan Penggantian Filtering Oli Trafo.","109652000","0","T004","15-12-2016 09:58:04","nandang","","02",
"13","BT","BNK","BNK201612-00002","05-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","REMISE","110000002","001","02","02","080010100","","","Terima Remise Modal Kerja Dari Kantor Pusat Pada Bank BRI.Cab Majalaya Untuk Pembayaran :- Tj.Cuti Januari 2015 Rp 28.748.500,- Jubilium Triwulan IV/2014 Rp 22.195.000,-SHT Juli-Desember 2014 Rp 32.482.276,-SHT Th.2015 Rp 169.689.725,-","253115501","0","T004","15-12-2016 08:10:05","nandang","","01",
"13","KK","KAS","KAS201612-00008","09-12-2016 00:00:00","AGUS SURYANA","KIARAROA","UPAH","100000000","001","02","11","154031100","","","Pembayaran Upah Bersih Bulan Nopember 2016 Kepada Karyawan Afdeling Kiararoa.","47801978","0","K001","07-12-2016 10:10:20","nandang","","01",
"13","KK","KAS","KAS201612-00008","09-12-2016 00:00:00","AGUS SURYANA","KIARAROA","UPAH","100000000","002","02","11","154041100","","","KLM.Afdeling Kiararoa.","855610","0","K001","07-12-2016 10:10:20","nandang","","01",
"13","KK","KAS","KAS201612-00009","09-12-2016 00:00:00","JAJANG.S","SRIKANDI","UPAH","100000000","001","02","12","154031200","","","Pembayaran Upah Bersih Bulan Nopember 2016 Kepada Karyawan Afdeling Srikandi.","56134903","0","K001","07-12-2016 10:13:05","nandang","","01",
"13","KK","KAS","KAS201612-00009","09-12-2016 00:00:00","JAJANG.S","SRIKANDI","UPAH","100000000","002","02","12","154041200","","","KLM.Afdeling Srikandi.","1065610","0","K001","07-12-2016 10:13:05","nandang","","01",
"13","KK","KAS","KAS201612-00010","09-12-2016 00:00:00","AEP JUHANA","CITAWA","UPAH","100000000","001","02","14","154031400","","","Pembayaran Upah Bersih Bulan Nopember 2016 Kepada Karyawan Afdeling Citawa.","47603794","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00010","09-12-2016 00:00:00","AEP JUHANA","CITAWA","UPAH","100000000","002","02","14","154041400","","","KLM.Afdeling Citawa.","1065610","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KT","KAS","KAS201612-00039","27-12-2016 00:00:00","BANK BRI","MAJALAYA","REMISE","100000000","001","02","02","198000000","","","Terima transfer dari Bank BRI Cab.Majalaya untuk pembayaran Jubilium dan Tj.Cuti.","185412427","0","T004","31-12-2016 00:00:00","yayatwh","","01",
"13","KK","KAS","KAS201612-00020","09-12-2016 00:00:00","TERLAMPIR","PURBASARI","BIAYA PENGAWALAN","100000000","001","02","02","426060000","","","Biaya Pengawalan Polisi Droping Upah/Gaji Bulan Nopember 2016.","750000","0","K002","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00014","09-12-2016 00:00:00","AEP JUHANA","CITAWA","UPAH","100000000","001","02","14","154041100","","","Pembayaran SPK Murni Bulan Nopember 2016 Kepada KLM.Afdeling Citawa.","107961107","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00014","09-12-2016 00:00:00","AEP JUHANA","CITAWA","UPAH","100000000","002","02","14","160000001","","","Titipan PPh Pasal 21/Anemer.","-60409","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KT","KAS","KAS201612-00040","27-12-2016 00:00:00","BANK BRI","MAJALAYA","REMISE","100000000","001","02","02","198000000","","","Terima transfer dari Bank BRI Cab.Majalaya untuk pembayaran santunan kematian.","8891239","0","T010","31-12-2016 00:00:00","yayatwh","","01",
"13","BK","BNK","BNK201612-00019","27-12-2016 00:00:00","KOPKAR PURBASARI","PURBASARI","PEMB.BRG.BHN","110000002","001","02","02","150120216","","","Pembayaran Brg.Bhn Bulan Februari 2015 kepada Kopkar Purbasari Bdsk.AU 53 No :24,25,26,27,61,65/II/2015.","20361550","0","K001","28-12-2016 08:12:57","nandang","","01",
"13","BK","BNK","BNK201612-00026","28-12-2016 00:00:00","PERK.PURBASARI","PURBASARI","POTONGAN PAJAK","110000002","001","02","02","426060000","","","Potongan Pajak,Meterai dan Biaya Administrasi.","78216","0","K002","30-12-2016 09:24:25","nandang","","01",
"13","BT","BNK","BNK201612-00027","28-12-2016 00:00:00","DAPENBUN","BANDUNG","UPAH PENSIUN","110000002","001","02","02","151040109","","","Terima Transfer Dari Dapenbun PTPN VIII Pada Bank BRI Cab.Majalaya Untuk Pembayaran Upah Pensiun Bulan Desember 2016.","2268700","0","T010","30-12-2016 09:29:25","nandang","","01",
"13","KT","KAS","KAS201612-00001","09-12-2016 00:00:00","BANK BRI","MAJALAYA","REMISE","100000000","001","02","02","198000000","","","Terima Transfer Dari Bank BRI Cab.Majalaya Untuk Pembayaran Upah Karyawan Bulan Nopember 2016.","1109285000","0","T004","07-12-2016 00:00:00","nandang","","01",
"13","KT","KAS","KAS201612-00001","09-12-2016 00:00:00","BANK BRI","MAJALAYA","REMISE","100000000","002","02","02","198000000","","","-Pembayaran SHT,Cuti dan Jubilium  Triwulan IV/2014.","285384000","0","T004","07-12-2016 00:00:00","nandang","","01",
"13","BT","BNK","BNK201612-00002","05-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","REMISE","110000002","002","02","02","080010100","","","Pembayaran Barang Bahan Akselerasi Bulan Oktober 2016.","119330000","0","T004","15-12-2016 08:10:05","nandang","","02",
"13","KK","KAS","KAS201612-00043","29-12-2016 00:00:00","A.TUHANDA","PURBASARI","PEMB.JUBILIUM","100000000","001","02","02","080010100","","","Pembayaran penghargaan masa pengabdian 20,25,30 dan 35 tahun. Tahun 2015.","113845000","0","K005","31-12-2016 00:00:00","yayatwh","","02",
"13","BK","BNK","BNK201612-00005","06-12-2016 00:00:00","CV.PUTRA USAHA","PANGALENGAN","PEMB.BRG.BHN","110000002","001","02","02","150120353","","","Pembayaran Barang Bahan Akselarasi Bulan Oktober 2016 Kepada CV.Putra Usaha Pangalengan Bdsk AU 53 No 43,44,45,46/X/2016.","50723002","0","K001","15-12-2016 09:00:51","nandang","","02",
"13","KK","KAS","KAS201612-00044","29-12-2016 00:00:00","A.TUHANDA","PURBASARI","PEMB.CUTI","100000000","001","02","02","157040000","","","Pembayaran Tj.Cuti tahunan/panjang periode Bulan Februari 2015.","71553500","0","K005","31-12-2016 00:00:00","yayatwh","","01",
"13","BK","BNK","BNK201612-00013","15-12-2016 00:00:00","KOPKAR PURBASARI","PURBASARI","SETORAN","110000002","001","02","02","151060000","","","Pengeluaran Hasil Potongan Piutang Karyawan Bulan Nopember 2016 Kepada Kopkar Purbasari.","224446506","0","K010","16-12-2016 09:03:35","nandang","","01",
"13","BK","BNK","BNK201612-00014","15-12-2016 00:00:00","KOPKAR PURBASARI","PURBASARI","PEMB.BRG.BHN","110000002","001","02","02","150120216","","","Pembayaran Barang Bahan Alat Mesin Pengering White Tea Bulan Nopember 2016 Kepada Kopkar Purbasari.Bdsk AU 53 (Terlampir).","51651518","0","K001","16-12-2016 09:08:03","nandang","","02",
"13","KK","KAS","KAS201612-00041","28-12-2016 00:00:00","A.TUHANDA","PURBASARI","PEMB.PENSIUN","100000000","001","02","02","151040109","","","Pembayaran upah pensiun Bulan Desember 2016.","2268700","0","K010","31-12-2016 00:00:00","yayatwh","","01",
"13","BK","BNK","BNK201612-00031","29-12-2016 00:00:00","PERK.PURBASARI","PURBASARI","PENGAMBILAN REMISE","110000002","001","02","02","198000000","","","Pengambilan remise dari Bank BRI Cab.Majalaya dari kelebihan penyetoran Iuran BPJS.","13927","0","K002","30-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00021","09-12-2016 00:00:00","TERLAMPIR","PURBASARI","PREMI","100000000","003","02","02","157070000","","","Alat Cetak Kantor Bulan Nopember 2016","1500000","0","K002","07-12-2016 00:00:00","nandang","","01",
"13","BT","BNK","BNK201612-00028","28-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","REMISE","110000002","001","02","02","080010100","","","Terima Remise Modal kerja Dari Kantor Pusat Pada Bank BRI Cab.Majalaya Untuk Pembayaran BBP,Sewa Kendaraan,Dan Sewa Mesin Petik Bulan Nopember 2016.","292389000","0","T004","30-12-2016 09:34:07","nandang","","01",
"13","BT","BNK","BNK201612-00029","28-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","SANTUNAN","110000002","001","02","02","080010100","","","Terima Transfer dari Kantor Pusat Pada Bank BRI Cab.Majalaya Untuk Pembayaran Santunan Kematian Karyawan/Batih Yang Meninggal Dunia.","8578375","0","T010","30-12-2016 09:49:37","nandang","","01",
"13","BK","BNK","BNK201612-00008","09-12-2016 00:00:00","PERK.PURBASARI","PURBASARI","REMISE","110000002","001","02","02","198000000","","","Pengambilan Remise Modal Kerja Dari Bank BRI Cab.Majalaya Untuk Pembayaran SHT,Tj.Cuti,Jubilium.","285384000","0","K005","15-12-2016 00:00:00","nandang","","01",
"13","BK","BNK","BNK201612-00009","09-12-2016 00:00:00","PERK.PURBASARI","PURBASARI","REMISE","110000002","001","02","02","198000000","","","Pengambilan Remise Modal Kerja Dari Bank BRI Cab.Majalaya Untuk Pembayaran Upah Karyawan Bulan Nopember 2016.","1109285000","0","K005","15-12-2016 00:00:00","nandang","","01",
"13","BK","BNK","BNK201612-00032","29-12-2016 00:00:00","KOPKAR PURBASARI","PURBASARI","PEMB.SEWA","110000002","001","02","02","157070000","","","Pembayaran Sewa Mesin Petik Bulan Nopember 2016.","15730000","0","K001","30-12-2016 00:00:00","nandang","","01",
"13","BK","BNK","BNK201612-00010","14-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","PENGEMBALIAN","110000002","001","02","02","080010100","","","Pengembalian Kelebihan Upah Dari Kebun Purbasari Kepada Kantor Pusat.","5885000","0","K001","15-12-2016 10:31:22","nandang","","01",
"13","BK","BNK","BNK201612-00011","14-12-2016 00:00:00","PT.RHACINDO ADI PERSADA","BANDUNG","PEMB.SPK","110000002","001","02","02","150120462","","","Pembayaran Penggantian Cubicle Out Going Dan Filtering Oli Trafo Di Pabrik Pasir Junghuhn Kepada PT.Rhacindo Adi Persada Bandung.Bdsk BAP No : BA/PUR/211/X/2016.","58000000","0","K010","15-12-2016 10:36:52","nandang","","02",
"13","BK","BNK","BNK201612-00012","14-12-2016 00:00:00","TERLAMPIR","PURBASARI","SETORAN","110000002","001","02","02","151060000","","","Pengeluaran Hasil Potongan Piutang Karyawan Kepada BRI Dan BPR Bulan Nopember 2016.","83617753","0","K010","15-12-2016 10:53:27","nandang","","01",
"13","KK","KAS","KAS201612-00017","09-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.PREMI","100000000","001","02","02","157070000","","","Pembayaran Premi Pengawasan Ngaduk Untuk Pemupukan Akar Bulan Oktober 2016.","800174","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00015","09-12-2016 00:00:00","UJANG SOLEH","PANGALENGAN","PEMB.SPK","100000000","001","02","02","157070000","","","Pembayaran SPK Pekerjaan Pembuatan Bahan Untuk Perbaiakn Bangunan.BDSK BAP No :   /BAP/PIK/PUR/XI/2016.","700000","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00015","09-12-2016 00:00:00","UJANG SOLEH","PANGALENGAN","PEMB.SPK","100000000","002","02","02","160000001","","","Titipan PPh Pasal 21/Anemer.","-14000","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00016","09-12-2016 00:00:00","RAHMAT","PURBASARI","PEMB.SPK","100000000","001","02","02","157070000","","","Pembayaran SPK Pekerjaan Pembuatan Kayu Bakar Bdsk.BAPHK No : 255/BAP/PIK/PUR/XI/2016.","5760000","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","KK","KAS","KAS201612-00016","09-12-2016 00:00:00","RAHMAT","PURBASARI","PEMB.SPK","100000000","002","02","02","160000001","","","Titipan PPh Pasal 21/Anemer.","-115200","0","K001","07-12-2016 00:00:00","nandang","","01",
"13","BK","BNK","BNK201612-00030","29-12-2016 00:00:00","BPJS.KETENAGAKERJAAN","BANDUNG","SETORAN","110000002","001","02","02","168100000","","","Penyetoran Iuran BPJS Ketenagakerjaan Bulan Nopember 2016.","62959802","0","K010","30-12-2016 09:53:30","nandang","","01",
"13","BK","BNK","BNK201612-00030","29-12-2016 00:00:00","BPJS.KETENAGAKERJAAN","BANDUNG","SETORAN","110000002","002","02","02","168100000","","","Penyetoran Iuran BPJS Ketenagakerjaan Bulan Desember 2016.","62554448","0","K010","30-12-2016 09:53:30","nandang","","01",
"13","BK","BNK","BNK201612-00032","29-12-2016 00:00:00","KOPKAR PURBASARI","PURBASARI","PEMB.SEWA","110000002","002","02","02","157060900","","","Pembayaran Sewa Kendaraan Bulan Nopember 2016.","14270000","0","K001","30-12-2016 00:00:00","nandang","","01",
"13","BK","BNK","BNK201612-00033","29-12-2016 00:00:00","CV.BINA MANDIRI","PANGALENGAN","PEMB.BBP","110000002","001","02","02","150120596","","","Pembayaran Kayu Bakar Campur Bulan Nopember 2016 Kepada CV.Bina Mandiri Pangalengan Sebanyak 1300 M3.","253825000","0","K001","31-12-2016 00:00:00","nandang","","01",
"13","BK","BNK","BNK201612-00034","30-12-2016 00:00:00","PERK.PURBASARI","PURBASARI","REMISE","110000002","001","02","02","198000000","","","Pengambilan remise dari Bank BRI Cab.Majalaya untuk pembayaran santunan kematian.","8891239","0","K010","31-12-2016 08:45:20","nandang","","01",
"13","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.BPD","100000000","001","02","02","200020000","D1337QM","","Pembayaran BPD kepada kendaraan dinas Bulan Oktober 2016 kend.D 1337 QM","540000","0","K001","31-12-2016 00:00:00","arifin","","01",
"13","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.BPD","100000000","002","02","02","200020000","D1522ZJ","","- D 1522 ZJ","945000","0","K001","31-12-2016 00:00:00","arifin","","01",
"13","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.BPD","100000000","003","02","02","157030000","","","- D 8529 CP","1215000","0","K001","31-12-2016 00:00:00","arifin","","01",
"13","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.BPD","100000000","004","02","02","157030000","","","- D 8615 EN","1500000","0","K001","31-12-2016 00:00:00","arifin","","01",
"13","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","TERLAMPIR","PURBASARI","PEMB.BPD","100000000","005","02","02","201020000","D8616EN","","- D 8616 EN","1050000","0","K001","31-12-2016 00:00:00","arifin","","01",
