"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"14","KK","KAS","KAS201612-00009","09-12-2016 00:00:00","Kht Pab. Talun","Talun","","100000000","001","02","21","154032100","","","Gaji Karyawan Gol IA Pabrik Talun Bulan Nopember 2016","4002249","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00026","14-12-2016 00:00:00","Bagian Umum","Santosa","","100000000","001","02","02","423050000","","","Biaya Keamanan rutin untuk Muspika Kertasari","600000","0","K002","26-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00025","13-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","424090000","","","Tagihan listrik bangunan perusahaan pelunasan Bulan  Nopember 2016","568372","0","K002","26-12-2016 08:03:15","kas","","01",
"14","KK","KAS","KAS201612-00024","13-12-2016 00:00:00","Bagian Umum","Santosa","","100000000","001","02","02","420000000","","","Andil Biaya sosial dan kemanusian untuk YPCTK Bandung","100000","0","K002","26-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00027","14-12-2016 00:00:00","Bagian Umum","Santosa","","100000000","001","02","02","426100000","","","Tagihan Indovision Instalasi Mess Pelunasan Bulan Nopember 2016","469900","0","K002","26-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00020","13-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","157040000","","","Tunjangan cuti kary. Gol IA - IB  periode Bulan Januari 2015 Bdsk Surat direksi PTPN VIII Nomor SB/III/.1/151/I/2015","36192000","0","K005","15-12-2016 00:00:00","kas","","02",
"14","BT","BBD","BBD201612-00026","28-12-2016 00:00:00","Kantor Pusat","Bandung","","110000001","001","02","02","080010100","","","Transfer Uang Kerja dari kanpus untuk pembayaran 50% BBP Bulan Nopember 2016","177018000","0","T004","30-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00022","13-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","080010100","","","Masa pengabdian 20 Tahun,25 Tahun, 30 Tahun dan 35 Tahun Triwulan IV Bdsk No. Kep / III.1/ 449/ X / 2014","7306000","0","K005","15-12-2016 00:00:00","kas","","02",
"14","BK","BBD","BBD201612-00027","30-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","001","02","02","198000000","","","Tarik Tuna Cek No.GN 022265 Untuk pembayaran Cuti Bulan Pebruari 2015","13960500","0","K005","30-12-2016 00:00:00","kas","","02",
"14","BK","BBD","BBD201612-00027","30-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","002","02","02","198000000","","","-Yubilium Triw I Tahun 2015","78057000","0","K005","30-12-2016 00:00:00","kas","","02",
"14","BK","BBD","BBD201612-00027","30-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","003","02","02","198000000","","","-Pembayaran Upah SPK","13169406","0","K005","30-12-2016 00:00:00","kas","","02",
"14","BT","BBD","BBD201612-00026","28-12-2016 00:00:00","Kantor Pusat","Bandung","","110000001","002","02","02","080010100","","","-50% Sewa kendaraan  Koperasi Bln Nop 2016","6600000","0","T004","30-12-2016 00:00:00","kas","","01",
"14","BT","BBD","BBD201612-00026","28-12-2016 00:00:00","Kantor Pusat","Bandung","","110000001","003","02","02","080010100","","","-Sewa kendaraan Umum Bulan Nop 2016","50917000","0","T004","30-12-2016 00:00:00","kas","","01",
"14","BT","BBD","BBD201612-00026","28-12-2016 00:00:00","Kantor Pusat","Bandung","","110000001","004","02","02","080010100","","","-Potongan PPH","-2092000","0","T002","30-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00027","30-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","004","02","02","198000000","","","-Manfaat Pensiun Bulan Desember 2016","1065575","0","K006","30-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00024","27-12-2016 00:00:00","CV.Putra Usaha","Pangalengan","","110000001","001","02","02","150120353","","","CV.PUTRA USAHA--------------Pembayaran atas pembelian barang bahan Bulan Nopember 2016","103473480","0","K001","28-12-2016 11:06:27","kas","","02",
"14","BK","BBD","BBD201612-00027","30-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","005","02","02","198000000","","","-Lain Lain","747519","0","K002","30-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00035","31-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","426060000","","","Biaya Pengawalan Droofing pengambilan uang Cuti Februari  2015 dan Yubilium triw I 2015","400000","0","K002","31-12-2016 11:03:49","kas","","01",
"14","KT","KAS","KAS201612-00037","31-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","970170100","","","Pembulatan selisih lebih kas hasil pemeriksaan PIK Tanggal 31 Desember 2016","56","0","T005","31-12-2016 14:41:04","kas","","01",
"14","KK","KAS","KAS201612-00031","30-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","080010100","","","Masa pengabdian 20 Tahun,25 Tahun, 30 Tahun dan 35 Tahun Triwulan I Bdsk No. Kep / III.1/ 158/ IV / 2015","78057000","0","K005","30-12-2016 00:00:00","kas","","02",
"14","KK","KAS","KAS201612-00032","30-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","30","154043000","","","Upah Kerja BAPHK/Tal/606/XI/2016 dan BAPHK/Tal/607/XI/2016","10789200","0","K001","30-12-2016 00:00:00","kas","","02",
"14","KK","KAS","KAS201612-00032","30-12-2016 00:00:00","Terlampir","Terlampir","","100000000","002","02","30","154113000","","","Premi anemer BAPHK/Tal/606/XI/2016 dan BAPHK/Tal/607/XI/2016","2380206","0","K001","30-12-2016 00:00:00","kas","","02",
"14","KK","KAS","KAS201612-00032","30-12-2016 00:00:00","Terlampir","Terlampir","","100000000","003","02","30","154113000","","","PPH Pasal 21","-71406","0","K001","30-12-2016 00:00:00","kas","","02",
"14","KK","KAS","KAS201612-00021","13-12-2016 00:00:00","Masria","Santosa","","100000000","001","02","02","080020900","","","Masa Peralihan Kary Meningal Dunia Bdsk No: Kep / III.I /485 / VIII / 2016","1066000","0","K005","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00031","30-12-2016 00:00:00","Bank Mandiri","Bandung","","110000001","001","02","02","426060000","","","Biaya Administrasi Bank","5000","0","K006","02-01-2017 18:10:43","kas","","01",
"14","BT","BBD","BBD201612-00032","31-12-2016 00:00:00","Bank Mandiri","Bandung","","110000001","001","02","02","975000100","","","Pendapatan Bunga Bank atas simpanan Giro Bulan Desember 2016","276878","0","T003","02-01-2017 18:13:31","kas","","01",
"14","BT","BBD","BBD201612-00032","31-12-2016 00:00:00","Bank Mandiri","Bandung","","110000001","002","02","02","975000100","","","PPH atas bunga Giro Bulan Oktober 2016","-55375","0","T002","02-01-2017 18:13:31","kas","","01",
"14","BK","BBD","BBD201612-00033","31-12-2016 00:00:00","Bank Mandiri","Bandung","","110000001","001","02","02","426060000","","","Biaya materai","3000","0","K002","02-01-2017 18:16:45","kas","","01",
"14","BK","BBD","BBD201612-00013","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","002","02","02","168100000","","","Premi BPJS-JP dari KaryGol IA- IID Bulan Nopember 2016","20702100","0","K005","23-12-2016 15:12:09","kas","","01",
"14","KT","KAS","SALDO AWAL","01-12-2016 00:00:00","KAS","","","100000000","001","","","","","","","-125934","0","","07-12-2016 07:59:25","TUTUP_BUKU","","01",
"14","KT","KAS","SALDO AWAL","01-12-2016 00:00:00","KAS","","","100000000","001","","","","","","","243134","0","","07-12-2016 07:59:25","TUTUP_BUKU","","01",
"14","KT","BBD","SALDO AWAL","01-12-2016 00:00:00","BANK MANDIRI","","","110000001","001","","","","","","","216191408","0","","07-12-2016 07:59:25","TUTUP_BUKU","","01",
"14","KK","KAS","KAS201612-00010","09-12-2016 00:00:00","Kht Bag. Teknik","Santosa","","100000000","001","02","30","154033000","","","Gaji Karyawan Gol IA Bagian Teknik Bulan Nopember 2016","7027500","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00003","09-12-2016 00:00:00","Kht Afd. Sukatingal","Sukatingal","","100000000","001","02","10","154031000","","","Gaji Karyawan Gol IA Afdeling Sukatingal Bulan Nopember 2016","49594482","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00005","09-12-2016 00:00:00","Kht Afd. Santosa","Santosa","","100000000","001","02","12","154031200","","","Gaji Karyawan Gol IA Afdeling Santosa Bulan Nopember 2016","51397287","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00006","09-12-2016 00:00:00","Kht Afd. Lodaya","Lodaya","","100000000","001","02","14","154031400","","","Gaji Karyawan Gol IA Afdeling Lodaya Bulan Nopember 2016","62194920","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00007","09-12-2016 00:00:00","Kht Afd. Cikembang","Cikembang","","100000000","001","36","15","154031500","","","Gaji Karyawan Gol IA Afdeling Cikembang Bulan Nopember 2016","40749241","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00012","09-12-2016 00:00:00","Khl Pab santosa","Santosa","","100000000","001","02","20","154042000","","","Gaji KHL Pabrik Santosa Bulan Nopember 2016","82849300","0","K001","08-12-2016 11:31:30","kas","","01",
"14","KK","KAS","KAS201612-00012","09-12-2016 00:00:00","Khl Pab santosa","Santosa","","100000000","002","02","20","154112000","","","Gaji Anemeran Pabrik Santosa Bulan Nopember 2016","2308800","0","K001","08-12-2016 11:31:30","kas","","01",
"14","KK","KAS","KAS201612-00011","09-12-2016 00:00:00","Khl Bag. Administrasi","Santosa","","100000000","001","02","02","154040200","","","Gaji KHL Bagian Administrasi Bulan  Nopember 2016","11661700","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00011","09-12-2016 00:00:00","Khl Bag. Administrasi","Santosa","","100000000","002","02","02","154110200","","","Gaji Honorer  Bagian Administrasi Bulan Nopember 2016","220675","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00013","09-12-2016 00:00:00","Khl Pab. Talun","Talun","","100000000","001","02","21","154042100","","","Gaji KHL Pabrik Talun Bulan Nopember 2016","83977400","0","K001","08-12-2016 11:36:59","kas","","01",
"14","KK","KAS","KAS201612-00013","09-12-2016 00:00:00","Khl Pab. Talun","Talun","","100000000","002","02","21","154112100","","","Gaji Anemeran Pabrik Talun Bulan Nopember 2016","2308800","0","K001","08-12-2016 11:36:59","kas","","01",
"14","KK","KAS","KAS201612-00004","09-12-2016 00:00:00","Kht Afd. Talun","Talun","","100000000","001","02","11","154031100","","","Gaji Karyawan Gol IA Afdeling Talun Bulan Nopember 2016","39752856","0","K001","08-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00003","08-12-2016 00:00:00","KOPKR TALSAN","SANTOSA","","110000001","001","02","02","150120457","","","KOPKAR-------Pembelian 962,50 M3 Kayu Bakar Rawa Bbdsk AU 53 No : 7,9,11,15,24,29,30, Bulan Oktober 2016","187928125","0","K005","15-12-2016 08:39:59","kas","","01",
"14","BK","BBD","BBD201612-00016","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","001","02","02","168030000","","","Premi TKLHK Karyawan lepas Kebun Talunsantosa Bulan Desember 2016","2167200","0","K005","23-12-2016 15:22:23","kas","","01",
"14","KK","KAS","KAS201612-00018","09-12-2016 00:00:00","Khl Afd. Lodaya","Lodaya","","100000000","001","02","14","154041400","","","Gaji KHL Afdeling Lodaya Bulan Nopember 2016","134837990","0","K001","08-12-2016 11:47:40","kas","","01",
"14","KK","KAS","KAS201612-00018","09-12-2016 00:00:00","Khl Afd. Lodaya","Lodaya","","100000000","002","02","14","154111400","","","Gaji Anemeran Afdeling Lodaya Bulan Nopember 2016","5889841","0","K001","08-12-2016 11:47:40","kas","","01",
"14","KK","KAS","KAS201612-00019","09-12-2016 00:00:00","Khl Afd. Cikembang","Cikembang","","100000000","001","36","15","154041500","","","Gaji KHL Afdeling Cikembang Bulan Nopember 2016","14675769","0","K001","08-12-2016 11:49:33","kas","","01",
"14","BT","BBD","BBD201612-00002","05-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","","110000001","001","02","02","080010100","","","Transfer Uang Kerja untuk pembayaran BBP  Bulan Oktober 2016","187928000","0","T004","15-12-2016 08:36:48","kas","","01",
"14","BK","BBD","BBD201612-00015","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","001","02","02","168030000","","","Premi BPJS-TK dari KaryGol IA- IID Bulan Desember 2016","45130578","0","K005","23-12-2016 15:19:48","kas","","01",
"14","BK","BBD","BBD201612-00015","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","002","02","02","168100000","","","Premi BPJS-JP dari KaryGol IA- IID Bulan Desember 2016","20702100","0","K005","23-12-2016 15:19:48","kas","","01",
"14","BK","BBD","BBD201612-00014","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","001","02","02","168030000","","","Premi TKLHK Karyawan lepas Kebun Talunsantosa Bulan Nopember 2016","2535000","0","K005","23-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00007","08-12-2016 00:00:00","BANK MANDIRI","BANDUNG","","110000001","001","02","02","426060000","","","Biaya Administrasi Bank","5000","0","K006","15-12-2016 09:02:10","kas","","01",
"14","BK","BBD","BBD201612-00014","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","002","02","02","426060000","","","Biaya Administrasi Bank","5000","0","K005","23-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00014","09-12-2016 00:00:00","Khl Bag. Teknik","Santosa","","100000000","001","02","30","154043000","","","Gaji KHL Bagian Teknik Bulan Nopember 2016","41281700","0","K001","08-12-2016 00:00:00","kas","","01",
"14","KK","KAS","KAS201612-00014","09-12-2016 00:00:00","Khl Bag. Teknik","Santosa","","100000000","002","02","30","154113000","","","Gaji Anemeran Bagian Teknik Bulan Nopember 2016","2308800","0","K001","08-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00016","19-12-2016 00:00:00","TERLAMPIR","TERLAMPIR","","110000001","002","02","02","426060000","","","Biaya Administrasi Bank","5000","0","K005","23-12-2016 15:22:23","kas","","01",
"14","BK","BBD","BBD201612-00010","09-12-2016 00:00:00","Kopkar Talsan","Santosa","","110000001","001","02","02","151060000","","","Setoran Potongan Koperasi Dari Karyawan Bulan Nopember 2016","148175900","0","K006","15-12-2016 12:08:22","kas","","01",
"14","BT","BBD","BBD201612-00008","08-12-2016 00:00:00","KANTOR PUSAT","BANDUNG","","110000001","001","02","02","080010100","","","Transfer uang kerja berdasarkan remise No.SB V.1/TAL/XII/179/2016 untuk Pembayaran Gaji Bulan Nopember 2016","1494881000","0","T004","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00011","09-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","001","02","02","198000000","","","Tarik Tuna Cek No.GN 022264 U/ Pembayaran gaji Bulan Nopember 2016","995232640","0","K005","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00011","09-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","110000001","002","02","02","198000000","","","Tarik Tuna Cek No.GN 022264 U/ Pembayaran Cuti  Bulan Januari 2015, Yubilium Triw IV 2014 dan SHT 5 % Tahun 2014 - 2015","177767360","0","K005","15-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00004","08-12-2016 00:00:00","CV.PUTRA USAHA","PANGALENGAN","","110000001","001","02","02","150120353","","","Pembayaran atas pembelian barang bahan Bulan Oktober 2016","87296110","0","K001","15-12-2016 00:00:00","bin_1","","02",
"14","BK","BBD","BBD201612-00005","08-12-2016 00:00:00","KOPKAR TALSAN","SANTOSA","","110000001","001","02","02","150120457","","","KOPKAR------Pembayaran atas pembelian barang bahan Bulan Oktober 2016","51502550","0","K001","15-12-2016 00:00:00","bin_1","","02",
"14","BK","BBD","BBD201612-00006","08-12-2016 00:00:00","KEBUN TALUNSANTOSA","SANTOSA","","110000001","001","02","02","080010100","","","Santunan Hari Tua Tahap 8 Kary. Gol IB-IID Periode Juli - Desember 2014","23963424","0","K005","15-12-2016 00:00:00","bin_1","","02",
"14","BK","BBD","BBD201612-00006","08-12-2016 00:00:00","KEBUN TALUNSANTOSA","SANTOSA","","110000001","002","02","02","080010100","","","Santunan Hari Tua Tahap 2 Kary. Gol IB-IID Periode Januari - Desember 2015","65506198","0","K005","15-12-2016 00:00:00","bin_1","","02",
"14","BK","BBD","BBD201612-00006","08-12-2016 00:00:00","KEBUN TALUNSANTOSA","SANTOSA","","110000001","003","02","02","157040000","","","Tunjangan Cuti Kary Gol IA-IID Periode Bulan Januari 2015","20817500","0","K005","15-12-2016 00:00:00","bin_1","","02",
"14","KT","BBD","SALDO AWAL","01-12-2016 00:00:00","BANK MANDIRI","","","110000001","001","","","","","","","-212745694","0","","07-12-2016 07:59:25","TUTUP_BUKU","","01",
"14","BK","BBD","BBD201612-00028","30-12-2016 00:00:00","Kopkar Talsan","Santosa","","110000001","001","02","02","150120457","","","KOPKAR------Pembayaran 50 % atas pembelian kayu bakar Bulan Nopember 2016","177018000","0","K005","30-12-2016 19:43:25","kas","","01",
"14","KK","KAS","KAS201612-00028","19-12-2016 00:00:00","Kebun Talunsantosa","Santosa","","100000000","001","02","02","198000000","","","Di stor ke Bank Mandiri Rek Kebun Talunsantosa No.130-00-9001084-7","10000000","0","K006","26-12-2016 09:35:38","kas","","01",
"14","BK","BBD","BBD201612-00029","30-12-2016 00:00:00","Kopkar Talsan","Santosa","","110000001","001","02","02","151060000","","","KOPKAR------Sewa 3 ( Tiga ) untuk Kendaraan truk untuk angkutan produksi dll Menunjuk SPK/Tal/ 601 /XI /2016 dan BAP/Tal/369/XI/2016","51480000","0","K005","30-12-2016 19:49:31","kas","","01",
"14","BK","BBD","BBD201612-00029","30-12-2016 00:00:00","Kopkar Talsan","Santosa","","110000001","002","02","02","166000000","","","PPH Pasal 23","-936000","0","K006","30-12-2016 19:49:31","kas","","01",
"14","KK","KAS","KAS201612-00030","30-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","157040000","","","Tunjangan cuti kary. Gol IA - IB  periode Bulan Februari 2015 Bdsk Surat direksi PTPN VIII Nomor SB/III/.1/657/II/2015","13960500","0","K005","30-12-2016 20:14:42","kas","","02",
"14","BK","BBD","BBD201612-00030","30-12-2016 00:00:00","Kopkar","Santosa","","110000001","001","02","02","166000000","","","PPH Pasal 23","-240000","0","K006","31-12-2016 15:50:40","kas","","01",
"14","KK","KAS","KAS201612-00036","31-12-2016 00:00:00","Pabrik Talun","Talun","","100000000","001","02","02","603080000","0200","","Pembelian  Gas LPJ untuk  pabrik Talun Kebun Talunsantosa","192000","0","K002","31-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00030","30-12-2016 00:00:00","Kopkar","Santosa","","110000001","002","02","02","166000000","","","PPH Pasal 23","-915529","0","K006","31-12-2016 15:50:40","kas","","01",
"14","BK","BBD","BBD201612-00030","30-12-2016 00:00:00","Kopkar","Santosa","","110000001","003","02","02","151060000","","","50 % Sewa 3 ( Tiga ) untuk Kendaraan truk untuk angkutan produksi dll Menunjuk SPK/Tal/ 603 /XII /2016 dan BAP/Tal/368/XI/2016","6600000","0","K001","31-12-2016 15:50:40","kas","","01",
"14","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","080010100","","","Santunan Hari Tua Tahap 8 Karyawan Gol IA - IID Periode Juli - Desember 2014","796897","0","K005","15-12-2016 00:00:00","kas","","02",
"14","KK","KAS","KAS201612-00023","13-12-2016 00:00:00","Terlampir","Terlampir","","100000000","002","02","02","080010100","","","Santunan Hari Tua Tahap 2 Karyawan Gol IA - IID Periode Januari - Desember 2015","133472463","0","K005","15-12-2016 00:00:00","kas","","02",
"14","KT","KAS","KAS201612-00029","30-12-2016 00:00:00","Kantor Pusat","Bandung","","100000000","001","02","02","198000000","","","Tarik Tunai Cek No GN 022265 Untuk pembayaran Pembayaran Cuti Bulan Februari 2015","13960500","0","T004","30-12-2016 00:00:00","kas","","02",
"14","KT","KAS","KAS201612-00029","30-12-2016 00:00:00","Kantor Pusat","Bandung","","100000000","002","02","02","198000000","","","Pembayaran Masa pengabdian Triw I Tahun 2015","78057000","0","T004","30-12-2016 00:00:00","kas","","02",
"14","KT","KAS","KAS201612-00029","30-12-2016 00:00:00","Kantor Pusat","Bandung","","100000000","003","02","02","198000000","","","Pembayaran Manfaat Pensiun Bulan Desember 2016","1065575","0","T005","30-12-2016 00:00:00","kas","","01",
"14","KT","KAS","KAS201612-00029","30-12-2016 00:00:00","Kantor Pusat","Bandung","","100000000","004","02","02","198000000","","","Pembayaran Upah SPK","13169406","0","T004","30-12-2016 00:00:00","kas","","02",
"14","KK","KAS","KAS201612-00033","30-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","198000000","","","Pembayaran Manfaat Pensiun ex Karyawan Kebun Talsan Bulan Desember  2016","1065575","0","K006","30-12-2016 20:35:29","kas","","01",
"14","KK","KAS","KAS201612-00034","31-12-2016 00:00:00","Terlampir","Terlampir","","100000000","001","02","02","420010000","","","Biaya iuran IPDP Bulan Desember 2016","1500000","0","K001","30-12-2016 20:37:35","kas","","01",
"14","KT","KAS","KAS201612-00029","30-12-2016 00:00:00","Kantor Pusat","Bandung","","100000000","005","02","02","198000000","","","Lain - lain","747519","0","T004","30-12-2016 00:00:00","kas","","01",
"14","BK","BBD","BBD201612-00017","19-12-2016 00:00:00","Bank Mandiri","Bandung","","110000001","001","02","02","426060000","","","Biaya Administrasi Bank","5000","0","K006","28-12-2016 10:06:42","kas","","01",
"14","BK","BBD","BBD201612-00022","27-12-2016 00:00:00","CV. Teknik sejati","Bandung","","110000001","001","02","02","150120311","","","CV.TEKNIK SEJATI----------------Pembayaran atas pembelian barang bahan Bulan Pebruari 2015","28609900","0","K001","28-12-2016 10:54:23","kas","","02",
"14","BK","BBD","BBD201612-00019","27-12-2016 00:00:00","CV.Kidang Kencana","Bandung","","110000001","001","02","02","150120210","","","CV. KIDANG KENCANA------------------Pembayaran atas pembelian barang bahan Bulan Pebruari 2015","39970040","0","K001","28-12-2016 10:42:17","kas","","02",
"14","BK","BBD","BBD201612-00020","27-12-2016 00:00:00","CV. Lumajang","Bandung","","110000001","001","02","02","150120230","","","CV.LUMAJANG-----------Pembayaran atas pembelian barang bahan Bulan Pebruari 2015","54372065","0","K001","28-12-2016 10:46:23","kas","","02",
