"KodeUnit","Tanggal","NoBukti","NoInput","KodeBudidaya","KodeAfdeling","Norek","KodeBarang","Netral","kdblok","KodeUnsur","Uraian","Jml_fisik","Debet","Kredit","Aplikasi",
"71","06-01-2017 00:00:00","A58201701-V00045","A58201701-00045","00","12","602120000","00100008","1997","0008","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00045","A58201701-00045","00","12","602120000","00100008","1998","0011","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00046","A58201701-00046","00","12","602120000","00100008","1998","0025","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00040","A58201701-00040","00","12","602120000","00100008","1997","0006","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00041","A58201701-00041","00","12","602120000","00100008","2006","0007","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00042","A58201701-00042","00","12","602120000","00100008","1997","0015","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00043","A58201701-00043","00","12","602120000","00100008","1990","0024","B","Pemakaian 7 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","7","17500","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00048","A58201701-00048","00","12","602120000","00100008","1998","0026","B","Pemakaian 10 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","10","25000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00048","A58201701-00048","00","12","602120000","00100008","1999","0001","B","Pemakaian 10 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","10","25000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00048","A58201701-00048","00","12","602120000","00100008","1999","0002","B","Pemakaian 10 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","10","25000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00048","A58201701-00048","00","12","602120000","00100008","1997","0006","B","Pemakaian 10 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","10","25000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00048","A58201701-00048","00","12","602120000","00100008","2006","0007","B","Pemakaian 10 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","10","25000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00048","A58201701-00048","00","12","602120000","00100008","1997","0008","B","Pemakaian 10 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","10","25000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00049","A58201701-00049","00","12","602120000","00100008","1998","0025","B","Pemakaian 7 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","7","17500","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00051","A58201701-00051","00","12","608060000","00100008","0000","","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00052","A58201701-00052","00","12","602120000","00202706","2001","0012","B","Pemakaian 6 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Iii / Mandaling","6","106129,032258065","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00052","A58201701-00052","00","12","602120000","00202706","2003","0010","B","Pemakaian 0.7 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Iii / Mandaling","0,7","12381,7204301075","0","TUP",
"71","06-01-2017 00:00:00","A58201701-V00052","A58201701-00052","00","12","602120000","00202706","2006","0007","B","Pemakaian 3.2 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Iii / Mandaling","3,2","56602,1505376344","0","TUP",
"71","09-01-2017 00:00:00","A58201701-V00082","A58201701-00082","00","12","608060000","00100008","0000","","B","Pemakaian 7 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","7","17500","0","TUP",
"71","09-01-2017 00:00:00","A58201701-V00083","A58201701-00083","00","12","602120000","00100008","2003","0010","B","Pemakaian 20 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Iii / Mandaling","20","50000","0","TUP",
"71","09-01-2017 00:00:00","A58201701-V00073","A58201701-00073","00","11","602120000","00202706","2008","0013","B","Pemakaian 1.2 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","1,2","21225,8051689861","0","TUP",
"71","09-01-2017 00:00:00","A58201701-V00073","A58201701-00073","00","11","602120000","00202706","2009","0016","B","Pemakaian 0.7 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","0,7","12381,7196819085","0","TUP",
"71","09-01-2017 00:00:00","A58201701-V00073","A58201701-00073","00","11","602120000","00202706","2009","0017","B","Pemakaian 0.7 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","0,7","12381,7196819085","0","TUP",
"71","08-01-2017 00:00:00","A58201701-V00065","A58201701-00065","00","11","602120000","00100008","2009","0016","B","Pemakaian 15 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","15","37500","0","TUP",
"71","08-01-2017 00:00:00","A58201701-V00065","A58201701-00065","00","11","608060000","00100008","0000","","B","Pemakaian 18 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","18","45000","0","TUP",
"71","08-01-2017 00:00:00","A58201701-V00069","A58201701-00069","00","11","602120000","00100008","2008","0012","B","Pemakaian 21 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","21","52500","0","TUP",
"71","08-01-2017 00:00:00","A58201701-V00069","A58201701-00069","00","11","608060000","00100008","0000","","B","Pemakaian 18 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","18","45000","0","TUP",
"71","09-01-2017 00:00:00","A58201701-V00072","A58201701-00072","00","11","602120000","00100008","2009","0017","B","Pemakaian 15 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","15","37500","0","TUP",
"71","02-01-2017 00:00:00","A58201701-V00013","A58201701-00013","00","11","608060000","00100008","0000","","B","Pemakaian 12 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","12","30000","0","TUP",
"71","02-01-2017 00:00:00","A58201701-V00013","A58201701-00013","00","11","602120000","00100008","2001","0002","B","Pemakaian 15 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","15","37500","0","TUP",
"71","02-01-2017 00:00:00","A58201701-V00005","A58201701-00005","00","11","602120000","00100008","1997","0001","B","Pemakaian 23 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","23","57500","0","TUP",
"71","02-01-2017 00:00:00","A58201701-V00005","A58201701-00005","00","11","608060000","00100008","0000","","B","Pemakaian 16 AMONIAK LIQUIDA 10% Utk.Afdeling/Bagian Afdeling Ii / Selagedang","16","40000","0","TUP",
"71","10-01-2017 00:00:00","A58201701-V00087","A58201701-00087","00","11","602120000","00202706","2003","0005","B","Pemakaian 2.7 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","2,7","47758,0655172413","0","TUP",
"71","10-01-2017 00:00:00","A58201701-V00088","A58201701-00088","00","11","602120000","00202706","2008","0010","B","Pemakaian 0.6 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","0,6","10612,9039145907","0","TUP",
"71","10-01-2017 00:00:00","A58201701-V00088","A58201701-00088","00","11","602120000","00202706","2008","0011","B","Pemakaian 2.6 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","2,6","45989,2502965598","0","TUP",
"71","10-01-2017 00:00:00","A58201701-V00088","A58201701-00088","00","11","602120000","00202706","2008","0012","B","Pemakaian 2.8 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","2,8","49526,8849347568","0","TUP",
"71","10-01-2017 00:00:00","A58201701-V00088","A58201701-00088","00","11","602120000","00202706","2008","0013","B","Pemakaian 1.2 ETHREL AIR 2.5 % Utk.Afdeling/Bagian Afdeling Ii / Selagedang","1,2","21225,8078291815","0","TUP",
