"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","003","00","02","157070000","","","Biaya Jamuan Tamu Koramil Wr.Kiara Tgl.07 Nopember 2016.Kwitansi terlampir","300000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","001","00","02","157070000","","","Biaya Jamuan Rapat GPP (Knowledge Sharing Sengketa Tanah) Tgl.02 Nopember 2016.Kwitansi terlampir","1528500","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","002","00","02","157070000","","","Andil Biaya Knowledge Sharing GPP Beban Kebun Pasir Badak Tgl.02 Nopember 2016.Kwitansi terlampir","500000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","003","00","02","157070000","","","Andil Biaya Knowledge Sharing GPP Beban Kebun Cikaso Tgl.02 Nopember 2016.Kwitansi terlampir","500000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","004","00","02","157070000","","","Andil Biaya Knowledge Sharing GPP Beban Kebun Goalpara Tgl.02 Nopember 2016.Kwitansi terlampir","500000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","005","00","02","157070000","","","Andil Biaya Knowledge Sharing GPP Beban Kebun Sukamaju Tgl.02 Nopember 2016.Kwitansi terlampir","500000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","006","00","02","157070000","","","Andil Biaya Knowledge Sharing GPP Beban Kebun Parakansalak Tgl.02 Nopember 2016.Kwitansi terlampir","500000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","007","00","02","157070000","","","Biaya Sewa Rumah u/Kary Borong Murni Afd II Bulan Nopember 2016.Kwitansi terlampir","250000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00049","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","008","00","02","157070000","","","Biaya Jamuan Koordinasi dengan Anggota Polsek Wr.Kiara Tgl.13 Nopember 2016.Kwitansi terlampir","150000","0","K002","11-01-2017 09:36:23","ferry","","01",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","004","00","02","157070000","","","Biaya Muat Bongkar Kayu Bakar dari Kebun Pasir Badak Tgl.15 Nopember 2016.Kwitansi terlampir","190000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","005","00","02","157070000","","","Biaya Jamuan Tamu MQC I dan Staf Wilayah (4 Org) Tgl.15 Nopember 2016.Kwitansi terlampir","1200000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00015","09-01-2017 00:00:00","Sdr.Amir","Cibungur","Gaji","100000000","001","00","30","154033000","","","Pembayaran Gaji Karyawan Teknik Bulan Desember 2016.Unsur Pelaksana II","7065458","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KT","KAS","KAS201701-00001","09-01-2017 00:00:00","Bank BRI","Sukabumi","Kas Kebun","100000000","001","00","02","198000000","","","Penerimaan Uang dari Bank BRI Sukabumi untuk Kas Kebun Cibungur","1600000000","0","T010","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00016","09-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Gaji","100000000","001","00","02","154030200","","","Pembayaran Gaji Karyawan Kantor Induk Bulan Desember 2016.Unsur Pelaksana II","14036071","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00021","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","001","00","11","154041100","","","Pembayaran Upah Sadapan KLM Afd II Bulan Desember 2016.Daftar terlampirBeban Eksploitasi (Rutin)","30365382","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00021","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","002","00","11","154111100","","","Jasa Anemer (Rutin)","2125577","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00019","09-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Upah","100000000","001","00","10","154041000","","","Pembayaran Upah Sadap Borong Lancuran Afd I Bulan Desember 2016.Beban Eksploitasi","125026000","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00019","09-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Upah","100000000","002","00","10","154111000","","","Jasa Anemer","8751820","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00019","09-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Upah","100000000","003","00","10","160000001","","","PPh Anemer","-218796","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00021","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","003","00","11","160000001","","","PPh Anemer (Rutin)","-53140","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00021","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","004","00","11","154041100","","","Beban Eksploitasi (Akselerasi)","113204500","0","K001","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00021","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","005","00","11","154111100","","","Jasa Anemer (Akslerasi)","7924315","0","K099","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00021","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","006","00","11","160000001","","","PPh Anemer (Akselerasi)","-198109","0","K099","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00022","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","001","00","11","154041100","","","Pembayaran Upah KLM Afd II Bulan Desember 2016.Daftar terlampir","8464696","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00023","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","001","00","11","154111100","","","Jasa Anemer","1219208","0","K099","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00023","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","002","00","11","160000001","","","PPh Anemer","-30480","0","K099","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00023","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Upah","100000000","003","00","11","154041100","","","Pembayaran Upah Pemeliharaan Afd II Bulan Desember 2016.Beban Eksploitasi","17417255","0","K001","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00024","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","003","00","12","160000001","","","PPh Anemer","-133038","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00026","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","001","00","12","154041200","","","Pembayaran Upah KLM Afd III Bulan Desember 2016.Daftar terlampir","14609120","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00027","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","001","00","12","154041200","","","Pembayaran Upah Sadap Borong Lancuran Afd III Bulan Desember 2016.Daftar terlampirBeban Eksploitasi","9892500","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00027","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","002","00","12","154111200","","","Jasa Anemer","692475","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00027","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","003","00","12","160000001","","","PPh Anemer","-17312","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00029","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","001","00","13","154041300","","","Pembayaran Upah KLM Afd IV Bulan Desember 2016.Daftar terlampir","2234336","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00028","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","001","00","12","154041200","","","Pembayaran Upah Pemeliharaan Afd III Bulan Desember 2016.Daftar terlampirBeban Eksploitasi","33857110","0","K001","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00028","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","002","00","12","154111200","","","Jasa Anemer","2369998","0","K099","06-01-2017 00:00:00","ferry","","02",
"71","KK","KAS","KAS201701-00028","09-01-2017 00:00:00","Sdr.Hilman S.Hadhie","Mandaling","Upah","100000000","003","00","12","160000001","","","PPh Anemer","-59249","0","K099","06-01-2017 00:00:00","ferry","","02",
"71","KT","KAS","KAS201701-00002","06-01-2017 00:00:00","Sdr.Wawan Setiawan SP","Cibungur","Setoran UM","100000000","001","00","10","146020000","","","Setoran Uang Muka Sadap Borong Murni dan Lancuran Afd I Bulan Desember 2016","73471500","0","T005","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00010","09-01-2017 00:00:00","Sdr.Heriyanto","Cibungur","Gaji","100000000","001","00","11","154031100","","","Pembayaran Gaji Karyawan Afd II Bulan Desember 2016.Unsur Pelaksana II","58642303","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00030","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","001","31","13","154041300","","","Pembayaran Upah Pemeliharaan Afd IV Bulan Desember 2016.Daftar terlampirBeban Eksploitasi","16908000","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00030","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","002","31","13","154111300","","","Jasa Anemer","1183560","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00030","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","003","31","13","160000001","","","PPh Anemer","-29588","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00031","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","001","00","13","154041300","","","Pembayaran Upah Sadap Borong Lancuran Afd IV Bulan Desember 2016.Daftar terlampirBeban Eksploitasi","18346000","0","K001","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00031","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","002","00","13","154111300","","","Jasa Anemer","1284220","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00031","09-01-2017 00:00:00","Sdr.Dindin Burhanudin","Artana","Upah","100000000","003","00","13","160000001","","","PPh Anemer","-32105","0","K099","06-01-2017 00:00:00","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","001","00","02","157070000","","","Biaya Muat Bongkar Kayu Bakar di Kebun Cikaso Tgl.20 Nopember 2016.Kwitansi terlampir","350000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","002","00","02","157070000","","","Biaya Jamuan Tamu Intel Brimob Cikole Bandung Tgl.25 Nopember 2016.Kwitansi terlampir","200000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","003","00","02","157070000","","","Biaya Opersional TM Pisang di Afd VI Bulan Nopember 2016.Kwitansi terlampir","235000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","004","00","02","157070000","","","Biaya Operasional TM Pisang di AFd II Bulan Nopember 2016.Kwitansi terlampir","215000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","006","00","02","157070000","","","Biaya Operasioanal di TM Pisang Afd II Bulan Nopember 2016.Kwitansi terlampir","300000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","007","00","02","157070000","","","Biaya Operasioanal di TM Pisang Afd III Bulan Nopember 2016.Kwitansi terlampir","300000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","008","00","02","157070000","","","Biaya Operasioanal di TM Pisang Afd IV Bulan Nopember 2016.Kwitansi terlampir","300000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00050","11-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","009","00","02","157070000","","","Biaya Operasioanal di TM Pisang Afd V Bulan Nopember 2016.Kwitansi terlampir","300000","0","K002","11-01-2017 09:50:31","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","005","00","02","157070000","","","Biaya Operasional TM Karet di Afd II Bulan Nopember 2016.Kwitansi terlampir","250000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","006","00","02","157070000","","","Biaya Operasional TM Karet Lancuran di Afd III Bulan Nopember 2016.Kwitansi terlampir","350000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00053","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","007","00","02","157070000","","","Biaya Operasional Panen Pisang di Afd VI Bulan Nopember 2016.Kwitansi terlampir","225000","0","K002","12-01-2017 09:09:04","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","002","00","02","157070000","","","Biaya Jamuan Tamu Polres Pl.Ratu Tgl.20 Nopember 2016.Kwitansi terlampir","200000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","003","00","02","157070000","","","Biaya Jamuan Rakor Kebun Manajer IHT Tgl.29 Nopember 2016.Kwitansi terlampir","2500000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","004","31","02","157070000","","","Biaya Operasional Panen Pisang di Afd VI Bulan Nopember 2016.Kwitansi terlampir","235000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","005","31","02","157070000","","","Biaya Operasional Panen Pisang di Afd II Bulan Nopember 2016.Kwitansi terlampir","215000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","006","31","02","157070000","","","Biaya Operasional TM Pisang di Afd IV Bulan Nopember 2016.Kwitansi terlampir","225000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","007","00","02","157070000","","","Biaya Operasional TM Karet Lancuran di Afd IV Bulan Nopember 2016.Kwitansi terlampir","220000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","008","00","02","157070000","","","Biaya Operasional Panen Karet di Afd II Bulan Nopember 2016.Kwitansi terlampir","168600","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00051","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","009","00","02","157070000","","","Biaya Operasional TM Karet Lancuran di Afd I Bulan Nopember 2016.Kwitansi terlampir","350000","0","K002","12-01-2017 08:28:55","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","001","00","02","157070000","","","Biaya Jamuan Koramil Wr.Kiara Tgl.19 Nopember 2016.Kwitansi terlampir","200000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","002","00","02","157070000","","","Biaya Jamuan Tamu Polsek Wr.Kiara Tgl.21 Nopember 2016.Kwitansi terlampir","200000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","003","00","02","157070000","","","Biaya Jamuan Rakor Kebun dengan MQC I Tgl.15 Nopember 2016.Kwitansi terlampir","2000000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","004","00","02","157070000","","","Biaya Operasional Panen Pisang di Afd III Bulan Nopember 2016.Kwitansi terlampir","235000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","005","00","02","157070000","","","Biaya Operasional TM Pisang di Afd V Bulan Nopember 2016.Kwitansi terlampir","245000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","006","00","02","157070000","","","Biaya Operasional TM Pisang di Afd I Bulan Nopember 2016.Kwitansi terlampir","235000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","007","00","12","157070000","","","Biaya Operasional Panen Pisang di Afd III Bulan Nopember 2016.Kwitansi terlampir","250000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00052","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","008","00","12","157070000","","","Biaya Operasional TM Karet di Afd III Bulan Nopember 2016.Kwitansi terlampir","250000","0","K002","12-01-2017 08:52:29","ferry","","01",
"71","KK","KAS","KAS201701-00054","12-01-2017 00:00:00","Sdr.Ayi Rachmat","Cibungur","Lain lain","100000000","001","00","02","157070000","","","Biaya Jamuan Tamu Polsek Cikembar Tgl.23 Nopember 2016.Kwitansi terlampir","200000","0","K002","12-01-2017 09:22:00","ferry","","01",
