"KodeUnit","Norek","NamaRekening","Netral","vblok",
"71","154020200","GAJI PEG.NON STAF K.INDUK","False","False",
"71","154021000","GAJI PEG.NON STAF AFD. I","False","False",
"71","154021100","GAJI PEG.NON STAF AFD. II","False","False",
"71","154021200","GAJI PEG.NON STAF AFD. III","False","False",
"71","154021300","GAJI PEG.NON STAF AFD. IV","False","False",
"71","154021400","GAJI PEG.NON STAF AFD. V","False","False",
"71","154021500","GAJI PEG.NON STAF AFD. VI","False","False",
"71","154022000","GAJI PEG.NON STAF PENGOL I","False","False",
"71","154022100","GAJI PEG.NON STAF PENGOL II","False","False",
"71","154022200","GAJI PEG.NON STAF PENGOL III","False","False",
"71","154022300","GAJI PEG.NON STAF PENGOL IV","False","False",
"71","154022400","GAJI PEG.NON STAF PENGOL V","False","False",
"71","154023000","GAJI PEG.NON STAF TEKNIK I","False","False",
"71","154023100","GAJI PEG.NON STAF TEKNIK II","False","False",
"71","154030200","KARY.TETAP ADSI/KANTOR INDUK","False","False",
"71","154031000","KARY.TETAP AFD. I","False","False",
"71","154031100","KARY.TETAP AFD. II","False","False",
"71","154031200","KARY.TETAP AFD. III","False","False",
"71","154031300","KARY.TETAP AFD. IV","False","False",
"71","154031400","KARY.TETAP AFD. V","False","False",
"71","154031500","KARY.TETAP AFD. VI","False","False",
"71","154032000","KARY.TETAP PENGOL I","False","False",
"71","154032100","KARY.TETAP PENGOL II","False","False",
"71","154032200","KARY.TETAP PENGOL III","False","False",
"71","154032300","KARY.TETAP PENGOL IV","False","False",
"71","154032400","KARY.TETAP PENGOL V","False","False",
"71","154033000","KARY.TETAP TEKNIK I","False","False",
"71","154033100","KARY.TETAP TEKNIK II","False","False",
"71","154041000","KARY.LEPAS AFD. I","False","False",
"71","154041100","KARY.LEPAS AFD. II","False","False",
"71","154041200","KARY.LEPAS AFD. III","False","False",
"71","154041300","KARY.LEPAS AFD. IV","False","False",
"71","154041400","KARY.LEPAS AFD. V","False","False",
"71","154041500","KARY.LEPAS AFD. VI","False","False",
"71","154042000","KARY.LEPAS PENGOL I","False","False",
"71","154042100","KARY.LEPAS PENGOL II","False","False",
"71","154042200","KARY.LEPAS PENGOL III","False","False",
"71","154042300","KARY.LEPAS PENGOL IV","False","False",
"71","154042400","KARY.LEPAS PENGOL V","False","False",
"71","154043000","KARY.LEPAS TEKNIK I","False","False",
"71","154043100","KARY.LEPAS TEKNIK II","False","False",
"71","154110000","UPAH HONOR","False","False",
"71","050009901","DIPINDAHKAN KE LAPANGAN","False","False",
"71","050009902","DIPINDAHKAN KE TM","False","False",
"71","050009903","DIPINDAHKAN KE TBM","False","False",
"71","144010000","PINJAMAN PEG. NON STAF","False","False",
"71","144010200","KANTOR INDUK","False","False",
"71","144011000","AFELING I","False","False",
"71","144011100","AFDELING II","False","False",
"71","144011200","AFDELING III","False","False",
"71","144011300","AFDELING IV","False","False",
"71","144012000","PENGOLAHAN I","False","False",
"71","144012100","PENGOLAHAN II","False","False",
"71","144012200","PENGOLAHAN III","False","False",
"71","144013000","TEKNIK","False","False",
"71","154110200","UPAH HONOR KANTOR","False","False",
"71","154111100","UPAH HONOR AFD.II","False","False",
"71","154111200","UPAH HONOR AFD.III","False","False",
"71","154111300","UPAH HONOR AFD.IV","False","False",
"71","154112000","UPAH HONOR PENGOLAHAN I","False","False",
"71","050009904","DIPINDAHKAN KE POLYBAG","False","False",
"71","050009905","DIPINDAHKAN KE KEBUN SEINDUK","False","False",
"71","050009906","PENJUALAN KEPADA PIHAK KETIGA","False","False",
"71","05001****","PESEMAIAN KINA","False","False",
"71","0500101**","GAJI MANDOR/PENGAWAS","False","False",
"71","144011400","AFDELING V","False","False",
"71","154111400","UPAH HONOR AFD V","False","False",
"71","050010101","GAJI","False","False",
"71","050010102","TUNJANGAN","False","False",
"71","050010119","LAIN-LAIN","False","False",
"71","144011500","AFDELING VI","False","False",
"71","154111500","UPAH HONOR AFD VI","False","False",
"71","050050101","GAJI","False","False",
"71","050050102","TUNJANGAN","False","False",
"71","050050119","LAIN-LAIN","False","False",
"71","0500502**","PENGOLAHAN TANAH","False","False",
"71","050050200","MENGUKUR/SURVAI TANAH","False","False",
"71","050050201","MEMBONGKAR/MEMBAKAR TUNGGUL","False","False",
"71","050050202","MEMBERSIHKAN/MERATAKAN TANAH","False","False",
"71","050050203","MENGGARPU","False","False",
"71","050050204","MEMETAK","False","False",
"71","050050205","MENGAJIR","False","False",
"71","050010402","BONGKAR/PINDAH KECAMBAH","False","False",
"71","050010403","MENYUSUN BEKONG/POLYBAG","False","False",
"71","050010404","FUMIGASI","False","False",
"71","050010405","BARANG BAHAN/BIBIT","False","False",
"71","050010406","LAIN-LAIN/EAP","False","False",
"71","050010500","PEMBUATAN/PEMELIHARAAN JALAN","False","False",
"71","050010501","PEMBUATAN/PEMELIHARAAN SAL.AIR DAN TERAS","False","False",
"71","052001937","TUNJANGAN PPH","False","False",
"71","641190114","TUNJANGAN KHUSUS","False","False",
"71","641190115","TUNJANGAN HARI RAYA KEAGAAMAN","False","False",
"71","641190116","TUNJANGAN SANSOS","False","False",
"71","6411902**","GOLONGAN IA","False","False",
"71","641190201","CUTI TAHUNAN/PANJANG","False","False",
"71","641190202","PAKAIAN KERJA","False","False",
"71","058020602","HAMA - TIKUS","False","False",
"71","058020603","HAMA - URET","False","False",
"71","058020604","HAMA - RAYAP","False","False",
"71","058020605","EAP PEMBERANTASAN HAMA","False","False",
"71","058020610","PENYAKIT - BROWN BAST","False","False",
"71","058020611","PENYAKIT - ANTHACNOSE","False","False",
"71","058020612","PENYAKIT - TAJUK","False","False",
"71","058020613","PENYAKIT - BUSUK DAUN","False","False",
"71","058020614","PENYAKIT - BUSUK PANGKAL","False","False",
"71","058020615","EAP PEMBERANTASAN PENYAKIT","False","False",
"71","0580207**","PEMUPUKAN","False","False",
"71","058020700","PEMUPUKAN","False","False",
"71","058020701","PEMUPUKAN AKAR","False","False",
"71","058020702","PEMUPUKAN DAUN","False","False",
"71","0580208**","PANGKASAN/POHON PELINDUNG","False","False",
"71","058020800","PANGKASAN/POHON PELINDUNG","False","False",
"71","058020801","POHON PELINDUNG","False","False",
"71","058020802","BARANG BAHAN","False","False",
"71","058020803","ALAT & PERLENGKAPAN","False","False",
"71","0580209**","PEKERJAAN LAIN-LAIN","False","False",
"71","058020900","PEKERJAAN LAIN-LAIN","False","False",
"71","058020901","PENYERBUKAN","False","False",
"71","058020902","ALAT & PERLENGKAPAN","False","False",
"71","0570209**","MENUNAS/PANGKAS/TOPING","False","False",
"71","057020901","MENUNAS","False","False",
"71","057020902","PANGKAS/TOPING","False","False",
"71","057021000","MENGOKULASI","False","False",
"71","057021100","RISET DAN SELEKSI","False","False",
"71","057021200","BONGKAR BIBIT","False","False",
"71","057021300","DEDER BIBIT","False","False",
"71","057021400","CENTENG/WAKER/KEAMANAN KEBUN","False","False",
"71","057021500","POHON PELINDUNG","False","False",
"71","057021600","ALAT DAN PERLENGKAPAN","False","False",
"71","057021700","BARANG BAHAN PUPUK","False","False",
"71","057021800","BARANG BAHAN AGROKIMIA","False","False",
"71","0570219**","GOLONGAN IA","False","False",
"71","057021900","BIAYA EAP","False","False",
"71","057021901","CUTI TAHUNAN/PANJANG","False","False",
"71","057021902","PAKAIAN KERJA","False","False",
"71","057021903","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","057021904","JAMSOSTEK","False","False",
"71","057021905","DAPENBUN","False","False",
"71","057021906","DETASERING","False","False",
"71","057021907","TUNJANGAN PPH","False","False",
"71","057021908","TUNJANGAN TRANSPORT","False","False",
"71","057021909","TUNJANGAN KOMUNIKASI","False","False",
"71","057021910","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"71","057021911","TUNJANGAN TETAP","False","False",
"71","057021912","TUNJANGAN STRUKTURAL","False","False",
"71","057021913","TUNJANGAN JABATAN","False","False",
"71","057021914","TUNJANGAN KHUSUS","False","False",
"71","057021915","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","057021931","CUTI TAHUNAN/PANJANG","False","False",
"71","057021932","PAKAIAN KERJA","False","False",
"71","057021933","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","057021934","JAMSOSTEK","False","False",
"71","057021935","DAPENBUN","False","False",
"71","057021936","DETASERING","False","False",
"71","057021937","TUNJANGAN PPH","False","False",
"71","057021938","TUNJANGAN TRANSPORT","False","False",
"71","057021939","TUNJANGAN KOMUNIKASI","False","False",
"71","057021940","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"71","058020909","LAIN-LAIN","False","False",
"71","0580219**","GOLONGAN IA","False","False",
"71","058021901","CUTI TAHUNAN/PANJANG","False","False",
"71","058021902","PAKAIAN KERJA","False","False",
"71","058021903","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","058021904","JAMSOSTEK","False","False",
"71","058021905","DAPENBUN","False","False",
"71","058021906","DETASERING","False","False",
"71","058021907","TUNJANGAN PPH","False","False",
"71","058021908","TUNJANGAN TRANSPORT","False","False",
"71","058021909","TUNJANGAN KOMUNIKASI","False","False",
"71","058021910","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"71","058021911","TUNJANGAN TETAP","False","False",
"71","058021912","TUNJANGAN STRUKTURAL","False","False",
"71","058021913","TUNJANGAN JABATAN","False","False",
"71","058021914","TUNJANGAN KHUSUS","False","False",
"71","058021915","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","058021931","CUTI TAHUNAN/PANJANG","False","False",
"71","058021932","PAKAIAN KERJA","False","False",
"71","058021933","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","058021934","JAMSOSTEK","False","False",
"71","058021935","DAPENBUN","False","False",
"71","058021936","DETASERING","False","False",
"71","058021937","TUNJANGAN PPH","False","False",
"71","058021938","TUNJANGAN TRANSPORT","False","False",
"71","058021939","TUNJANGAN KOMUNIKASI","False","False",
"71","058021940","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"71","058021941","TUNJANGAN TETAP","False","False",
"71","058021942","TUNJANGAN STRUKTURAL","False","False",
"71","058021943","TUNJANGAN JABATAN","False","False",
"71","058021944","TUNJANGAN KHUSUS","False","False",
"71","058021945","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","0580220**","REKENING PENUTUP","False","False",
"71","058022000","REKENING PENUTUP","False","False",
"71","058022001","BIAYA TAHUN LALU","False","False",
"71","058022002","DIPINDAHKAN KE TBM","False","False",
"71","05803****","TANAMAN BELUM MENGHASILKAN (TBM) HTE","False","False",
"71","058030000","TANAMAN BELUM MENGHASILKAN (TBM) HTE","False","False",
"71","058030101","GAJI","False","False",
"71","058030102","TUNJANGAN","False","False",
"71","058030103","LAIN-LAIN","False","False",
"71","0580302**","PENGOLAHAN TANAH","False","False",
"71","058030200","PENGOLAHAN TANAH","False","False",
"71","058030201","UPAH","False","False",
"71","058030202","BARANG BAHAN & PERLENGKAPAN","False","False",
"71","058030203","LAIN-LAIN/EAP","False","False",
"71","0580303**","PEMEL.JALAN & SAL.AIR","False","False",
"71","058030300","PEMEL.JALAN & SAL.AIR","False","False",
"71","058030301","PEMELIHARAAN JALAN","False","False",
"71","058030302","PEMELIHARAAN SALURAN AIR","False","False",
"71","058030303","ALAT & PERLENGKAPAN","False","False",
"71","058030304","LAIN-LAIN","False","False",
"71","0580304**","MENYULAM","False","False",
"71","058030400","MENYULAM","False","False",
"71","058030401","MELOBANG","False","False",
"71","058030402","BIBIT","False","False",
"71","058030403","MENYULAM","False","False",
"71","0580305**","MENYIANG","False","False",
"71","052001911","TUNJANGAN TETAP","False","False",
"71","052001912","TUNJANGAN STRUKTURAL","False","False",
"71","052001913","TUNJANGAN JABATAN","False","False",
"71","052001914","TUNJANGAN KHUSUS","False","False",
"71","052001915","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","052001931","CUTI TAHUNAN/PANJANG","False","False",
"71","052001932","PAKAIAN KERJA","False","False",
"71","052001933","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","052001934","JAMSOSTEK","False","False",
"71","052001935","DAPENBUN","False","False",
"71","640120200","BIAYA KOLAM RENANG TIRTAMAS","False","False",
"71","609010271","KEBUN CIBUNGUR","False","False",
"71","150050145","PT.YORI KIRANA UTAMA","False","False",
"71","640140100","GAJI KARYAWAN GOL IIIA-IVD","False","False",
"71","150120118","APOTIK KASIH","False","False",
"71","050021932","PAKAIAN KERJA","False","False",
"71","608190214","TUNJANGAN KHUSUS","False","False",
"71","929190209","TUNJANGAN KOMUNIKASI","False","False",
"71","130227206","PP UNIVERSITY","False","False",
"71","928010226","BIAYA TRANSPORT PASIEN","False","False",
"71","130220248","CHACHA PD.","False","False",
"71","057020702","PEMUPUKAN AN ORGANIK/KIMIA","False","False",
"71","0401902**","GOLONGAN IA","False","False",
"71","929050301","UPAH PANEN","False","False",
"71","110010101","BBD KMK REKG. 110.012-01283 (BKE)","False","False",
"71","042060210","PENYAKIT BUSUK PANGKAL","True","True",
"71","859140400","PENDAPATAN PERMAINAN TRAMPOLINE","False","False",
"71","130180009","FERNANDO CESAR","False","False",
"71","055001932","PAKAIAN KERJA","False","False",
"71","640121941","TUNJANGAN KOMUNIKASI","False","False",
"71","050040207","MENGAYAK TANAH","False","False",
"71","820002000","HASIL PENJUALAN LOKAL KARET BAGJANAGARA","False","False",
"71","057031936","DETASERING","False","False",
"71","130120008","INTECO PT.","False","False",
"71","050091903","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","640021940","TUNJANGAN TRANSPORT","False","False",
"71","050030404","FUMIGASI","False","False",
"71","052031941","TUNJANGAN TETAP","False","False",
"71","058011001","RISET DAN SELEKSI","False","False",
"71","050001931","CUTI TAHUNAN/PANJANG","False","False",
"71","050001932","PAKAIAN KERJA","False","False",
"71","050001933","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","050001934","JAMSOSTEK","False","False",
"71","050001935","DAPENBUN","False","False",
"71","050001936","DETASERING","False","False",
"71","050001937","TUNJANGAN PPH","False","False",
"71","050001938","TUNJANGAN TRANSPORT","False","False",
"71","050001939","TUNJANGAN KOMUNIKASI","False","False",
"71","641190203","ASSURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","820016200","HASIL PENJUALAN LOKAL SAWIT BOJONGDATAR","False","False",
"71","820016300","HASIL PENJUALAN LOKAL SAWIT SANGHYANGDAMAR","False","False",
"71","820016400","HASIL PENJUALAN LOKAL SAWIT CISALAKBARU","False","False",
"71","820017400","HASIL PENJUALAN LOKAL SAWIT KERTAJAYA","False","False",
"71","820017401","HASIL PENJ.LOKAL SAWIT KERTA (CPO)","False","False",
"71","820017402","HASIL PENJ.LOKAL SAWIT KERTA (KERNEL)","False","False",
"71","820020000","HASIL PENJUALAN LOKAL TEH","False","False",
"71","820021000","HASIL PENJUALAN LOKAL TEH PASIRMALANG","False","False",
"71","820021100","HASIL PENJUALAN LOKAL TEH KERTAMANAH","False","False",
"71","820021200","HASIL PENJUALAN LOKAL TEH MALABAR","False","False",
"71","820021300","HASIL PENJUALAN LOKAL TEH PURBASARI","False","False",
"71","820021400","HASIL PENJUALAN LOKAL TEH TALUN/SANTOSA","False","False",
"71","820021500","HASIL PENJUALAN LOKAL TEH SEDEP","False","False",
"71","820021600","HASIL PENJUALAN LOKAL TEH PAPANDAYAN","False","False",
"71","820021700","HASIL PENJUALAN LOKAL TEH CISARUNI","False","False",
"71","820021800","HASIL PENJUALAN LOKAL TEH DAYEUHMANGGUNG","False","False",
"71","820022300","HASIL PENJUALAN LOKAL TEH CIATER","False","False",
"71","820022400","HASIL PENJUALAN LOKAL TEH TAMBAKSARI","False","False",
"71","820022900","HASIL PENJUALAN LOKAL TEH IHT","False","False",
"71","820023400","HASIL PENJUALAN LOKAL TEH SINUMBRA","False","False",
"71","820023500","HASIL PENJUALAN LOKAL TEH RANCABALI","False","False",
"71","820023600","HASIL PENJUALAN LOKAL TEH RANCABOLANG","False","False",
"71","820023700","HASIL PENJUALAN LOKAL TEH PANGHEOTAN","False","False",
"71","820023800","HASIL PENJUALAN LOKAL TEH PANGLEJAR","False","False",
"71","820023900","HASIL PENJUALAN LOKAL TEH MONTAYA","False","False",
"71","820024000","HASIL PENJUALAN LOKAL TEH PASIRNANGKA","False","False",
"71","820024100","HASIL PENJUALAN LOKAL TEH PANYAIRAN","False","False",
"71","820024200","HASIL PENJUALAN LOKAL TEH GOALPARA","False","False",
"71","820024300","HASIL PENJUALAN LOKAL TEH GEDEH","False","False",
"71","820024400","HASIL PENJUALAN LOKAL TEH GUNUNGMAS","False","False",
"71","820024500","HASIL PENJUALAN LOKAL TEH CIANTEN","False","False",
"71","820026800","HASIL PENJUALAN LOKAL TEH PARAKANSALAK","False","False",
"71","820030000","HASIL PENJUALAN LOKAL KINA","False","False",
"71","820031100","HASIL PENJUALAN LOKAL KINA KERTAMANAH","False","False",
"71","820033700","HASIL PENJUALAN LOKAL KINA PANGHEOTAN","False","False",
"71","820040000","HASIL PENJUALAN LOKAL KAKAO","False","False",
"71","820042000","HASIL PENJUALAN LOKAL KAKAO BAGJANAGARA","False","False",
"71","820042100","HASIL PENJUALAN LOKAL KAKAO BATULAWANG","False","False",
"71","820042200","HASIL PENJUALAN LOKAL KAKAO BUNISARI/LENDRA","False","False",
"71","820042500","HASIL PENJUALAN LOKAL KAKAO WANGUNREJA","False","False",
"71","820043800","HASIL PENJUALAN LOKAL KAKAO PANGLEJAR","False","False",
"71","820080000","HASIL PENJUALAN LOKAL GUTHA PERCHA","False","False",
"71","859070100","PENDAPATAN PESERTA TEA WALK (DEWASA/UMUM)","False","False",
"71","859070200","PENDAPATAN PESERTA TEA WALK (ANAK/PELAJAR)","False","False",
"71","859070300","PENDAPATAN LAPANGAN BOLA","False","False",
"71","859070400","PENDAPATAN LAPANGAN VOLLY/TENIS","False","False",
"71","859070500","PENDAPATAN LAPANGAN TEA CORNER","False","False",
"71","859070600","PENDAPATAN LAPANGAN CAMPING","False","False",
"71","859070700","PENDAPATAN WISATA ILMIAH (UMUM)","False","False",
"71","859070800","PENDAPATAN WISATA ILMIAH (EXCLUSIVE)","False","False",
"71","859070900","PENDAPATAN LAIN-LAIN","False","False",
"71","85908****","PENDAPATAN TEA CORNER/CAFE","False","False",
"71","859080000","PENDAPATAN TEA CORNER/CAFE","False","False",
"71","859080100","PENDAPATAN SEDUHAN","False","False",
"71","859080200","PENDAPATAN KELONTONGAN","False","False",
"71","859080300","PENDAPATAN MASAKAN","False","False",
"71","859080400","PENDAPATAN PENJUALAN TEH","False","False",
"71","058030502","BABAD","False","False",
"71","057021941","TUNJANGAN TETAP","False","False",
"71","057021942","TUNJANGAN STRUKTURAL","False","False",
"71","057021943","TUNJANGAN JABATAN","False","False",
"71","057021944","TUNJANGAN KHUSUS","False","False",
"71","057021945","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","057022000","BIAYA LAIN-LAIN","False","False",
"71","057022100","BIAYA TAHUN LALU","False","False",
"71","057022900","PEMINDAH BUKUAN/PENUTUP","False","False",
"71","05703****","TM","False","False",
"71","0570301**","PEMELIHARAAN","False","False",
"71","057030101","GAJI DAN TUNJANGAN","False","False",
"71","057030103","PREMI","False","False",
"71","057030104","PEMELIHARAAN JALAN & SALURAN AIR","False","False",
"71","057030105","ALAT-ALAT DAN PERLENGKAPAN","False","False",
"71","057030106","PENANAMAN/PENYISIPAN/SULAMAN","False","False",
"71","057030107","PEMBERANTASAN HAMA & PENYAKIT","False","False",
"71","057030108","MENYIANG DAN MERUMPUT","False","False",
"71","057030109","PEMUPUKAN","False","False",
"71","057030110","BIAYA EAP","False","False",
"71","057030119","BIAYA LAIN-LAIN","False","False",
"71","057030129","PEMINDAH BUKUAN/PENUTUP","False","False",
"71","0570302**","PANEN DAN PENGANGKUTAN","False","False",
"71","057030201","GAJI DAN TUNJANGAN","False","False",
"71","057030202","SANSOS","False","False",
"71","057030203","PREMI","False","False",
"71","057030204","PENGANGKUTAN","False","False",
"71","057030205","MUAT BONGKAR","False","False",
"71","057030210","BIAYA EAP","False","False",
"71","057030219","BIAYA LAIN-LAIN","False","False",
"71","057030229","PEMINDAH BUKUAN/PENUTUP","False","False",
"71","057030300","NILAI PEROLEHAN DARI TTI+TBM","False","False",
"71","057030400","BIAYA PENYUSUTAN","False","False",
"71","057030500","AKUMULASI PENYUSUTAN","False","False",
"71","0570306**","ALOKASI DARI BIAYA UMUM","False","False",
"71","057030601","ALOKASI BIAYA UMUM KEBUN","False","False",
"71","057030602","ALOKASI BIAYA UMUM KANTOR DIREKSI","False","False",
"71","057030800","PENDAPATAN PENJUALAN","False","False",
"71","057030900","HARGA POKOK PENJUALAN","False","False",
"71","0570310**","LABA(RUGI) JARAK PAGAR","False","False",
"71","057031001","TAHUN BERJALAN","False","False",
"71","057031002","TAHUN LALU","False","False",
"71","0570319**","GOLONGAN IA","False","False",
"71","057031901","CUTI TAHUNAN/PANJANG","False","False",
"71","057031902","PAKAIAN KERJA","False","False",
"71","057031903","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","057031904","JAMSOSTEK","False","False",
"71","057031905","DAPENBUN","False","False",
"71","057031906","DETASERING","False","False",
"71","057031907","TUNJANGAN PPH","False","False",
"71","057031908","TUNJANGAN TRANSPORT","False","False",
"71","057031909","TUNJANGAN KOMUNIKASI","False","False",
"71","057031910","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"71","057031911","TUNJANGAN TETAP","False","False",
"71","057031912","TUNJANGAN STRUKTURAL","False","False",
"71","057031913","TUNJANGAN JABATAN","False","False",
"71","057031914","TUNJANGAN KHUSUS","False","False",
"71","057031915","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","057031931","CUTI TAHUNAN/PANJANG","False","False",
"71","057031932","PAKAIAN KERJA","False","False",
"71","057031934","JAMSOSTEK","False","False",
"71","057031935","DAPENBUN","False","False",
"71","057031937","TUNJANGAN PPH","False","False",
"71","057031938","TUNJANGAN TRANSPORT","False","False",
"71","057031939","TUNJANGAN KOMUNIKASI","False","False",
"71","057031940","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"71","057031941","TUNJANGAN TETAP","False","False",
"71","057031942","TUNJANGAN STRUKTURAL","False","False",
"71","057031943","TUNJANGAN JABATAN","False","False",
"71","057031944","TUNJANGAN KHUSUS","False","False",
"71","057031945","TUNJANGAN HARI RAYA KEAGAMAAN","False","False",
"71","057032100","BIAYA TAHUN LALU","False","False",
"71","057032900","PEMINDAH BUKUAN/PENUTUP","False","False",
"71","058******","HUTAN TANAMAN ENERGI (HTE)","False","False",
"71","058000000","HUTAN TANAMAN ENERGI (HTE)","False","False",
"71","05801****","PESEMAIAN HTE","False","False",
"71","058010000","PESEMAIAN HTE","False","False",
"71","0580101**","GAJI MANDOR PENGAWAS","False","False",
"71","058010101","GAJI","False","False",
"71","058010102","TUNJANGAN","False","False",
"71","058010119","LAIN-LAIN","False","False",
"71","0580102**","PENGOLAHAN TANAH","False","False",
"71","058010200","PENGOLAHAN TANAH","False","False",
"71","058010201","MENGUKUR/SURVEY TANAH","False","False",
"71","058010202","MEMBONGKAR/MEMBAKAR TANGGUL","False","False",
"71","058010203","MEMBERSIHKAN/MERATAKAN TANAH","False","False",
"71","058010204","MENGGARPU","False","False",
"71","058010205","MEMETAK","False","False",
"71","058010206","MENGAJIR","False","False",
"71","058010207","BUANG SAMPAH/GULIK","False","False",
"71","058010209","AMBIL/ANGKUT TANAH","False","False",
"71","058010210","NGAYAK TANAH","False","False",
"71","0580103**","PEMBUATAN SAUNG/NAUNGAN","False","False",
"71","058010300","PEMBUATAN SAUNG/NAUNGAN","False","False",
"71","058010301","MENDIRIKAN BANGUNAN","False","False",
"71","056031903","ASURANSI KECELAKAAN DIRI/MOLES","False","False",
"71","056031904","JAMSOSTEK","False","False",
"71","056031905","DAPENBUN","False","False",
"71","056031906","DETASERING","False","False",
"71","056031907","TUNJANGAN PPH","False","False",
"71","056031908","TUNJANGAN TRANSPORT","False","False",
"71","056031909","TUNJANGAN KOMUNIKASI","False","False",
