"kodeunit","tanggal","noaktiva","tarifpct","kdafd","kdbud","kelompok","norek","tglbeli","nmaktiva","kelompokaset","jmlunit","satuan","nobukti","leveransir","sawalp","auditp","rcp","hapusp","rekp","kbnp","murnip","sawals","audits","rcs","hapuss","reks","kbns","murnis","stopr",
"71","01-01-2017 00:00:00","7100100017","4","10","00","001","001000000","01-01-1994 00:00:00","TM AFD.I TAHUN TANAM 1985","04","17,43","Hektare","SALDO AWAL","","0","0","0","0","0","0","0","-17,4300000020303","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100018","4","10","00","001","001000000","01-01-1994 00:00:00","TM AFD.I TAHUN TANAM 1985","04","7,18","Hektare","SALDO AWAL","","0","0","0","0","0","0","0","-7,18000000168104","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100019","4","10","00","001","001000000","01-01-1994 00:00:00","TM AFD.I TAHUN TANAM 1986","04","3,9","Hektare","SALDO AWAL","","14073747","0","0","0","0","0","0","6348791,39","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100020","4","10","00","001","001000000","01-01-1994 00:00:00","TM AFD.I TAHUN TANAM 1985","04","22,39","Hektare","SALDO AWAL","","0","0","0","0","0","0","0","-22,3900000054855","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100021","4","10","00","001","001000000","01-01-1998 00:00:00","TM AFD.I TAHUN TANAM 1990","04","18,8","Hektare","SALDO AWAL","","151312386","0","0","0","0","0","0","80243977,82","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100022","4","12","00","001","001000000","01-01-1999 00:00:00","TM AFD.III TAHUN TANAM 1990","04","58,5","Hektare","SALDO AWAL","","573692065","0","0","0","0","0","0","306705456,716667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100023","4","11","00","001","001000000","01-01-1999 00:00:00","TM AFD.II TAHUN TANAM 1990","04","15","Hektare","SALDO AWAL","","137541709","0","0","0","0","0","0","70155949,9966666","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100024","4","10","00","001","001000000","01-01-1999 00:00:00","TM AFD.I TAHUN TANAM 1990","04","10","Hektare","SALDO AWAL","","100845137","0","0","0","0","0","0","54400512,0233333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100025","4","12","00","001","001000000","01-01-2000 00:00:00","TM AFD.III TAHUN TANAM 1990","04","73","Hektare","SALDO AWAL","","885649139","0","0","0","0","0","0","483617449,763333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100026","4","11","00","001","001000000","01-01-2000 00:00:00","TM AFD.II TAHUN TANAM 1990","04","6,25","Hektare","SALDO AWAL","","72902049","0","0","0","0","0","0","37773964,13","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100027","4","12","00","001","001000000","01-02-2002 00:00:00","TM AFD III TAHUN TANAM 1994","04","34,2","Hektare","SALDO AWAL","","581665011","0","0","0","0","0","0","288464059,07","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100028","4","12","00","001","001000000","01-01-2004 00:00:00","TM AFD.III TAHUN TANAM 1997","04","28,15","Hektare","SALDO AWAL","","560736825","0","0","0","0","0","0","237289685,25","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100029","4","10","00","001","001000000","01-01-2004 00:00:00","TM AFD.I TAHUN TANAM 1997","04","39,95","Hektare","SALDO AWAL","","790051542","0","0","0","0","0","0","332722512,54","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100030","4","12","00","001","001000000","21-01-2004 00:00:00","TM AFD.III TAHUN TANAM 1996","04","40,97","Hektare","SALDO AWAL","","856140849","0","0","0","0","0","0","363401898,13","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100031","4","10","00","001","001000000","21-01-2004 00:00:00","TM AFD.I TAHUN TANAM 1996","04","21,23","Hektare","SALDO AWAL","","528177187","0","0","0","0","0","0","236076787,856667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100032","4","12","00","001","001000000","01-01-2005 00:00:00","TM AFD.III TAHUN TANAM 1998","04","152,85","Hektare","SALDO AWAL","","3446862821","0","0","0","0","0","0","1346066635,10333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100033","4","12","00","001","001000000","01-01-2005 00:00:00","TM AFD.III TAHUN TANAM 1997","04","21,65","Hektare","SALDO AWAL","","536008255","0","0","0","0","0","0","214264737,016667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100034","4","11","00","001","001000000","01-01-2005 00:00:00","TM AFD.II TAHUN TANAM 1998","04","9,88","Hektare","SALDO AWAL","","231785327","0","0","0","0","0","0","91421360,3233333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100035","4","11","00","001","001000000","01-01-2005 00:00:00","TM AFD.II TAHUN TANAM 1997","04","23,12","Hektare","SALDO AWAL","","673714316","0","0","0","0","0","0","274230695,253333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100036","4","10","00","001","001000000","01-01-2005 00:00:00","TM AFD.I TAHUN TANAM 1998","04","38,65","Hektare","SALDO AWAL","","1066389537","0","0","0","0","0","0","436882027,69","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100037","4","10","00","001","001000000","01-01-2005 00:00:00","TM AFD.I TAHUN TANAM 1997","04","57,26","Hektare","SALDO AWAL","","1402342669","0","0","0","0","0","0","562923340,196666","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100038","4","12","00","001","001000000","25-01-2006 00:00:00","TM AFD.III TAHUN TANAM 1999","04","156,25","Hektare","SALDO AWAL","","4072996945","0","0","0","0","0","0","1488916397,31667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100039","4","10","00","001","001000000","25-01-2006 00:00:00","TM AFD.I TAHUN TANAM 1999","04","7","Hektare","SALDO AWAL","","351982495","0","0","0","0","0","0","140731845,816667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100040","4","12","00","001","001000000","01-01-2007 00:00:00","TM AFD.III TAHUN TANAM 2001","04","147,26","Hektare","SALDO AWAL","","4154650583","0","0","0","0","0","0","1365640728,04333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100041","4","12","00","001","001000000","01-01-2009 00:00:00","TM TAHUN TANAM 2003","04","51,36","Hektare","SALDO AWAL","","1977752832","0","0","0","0","0","0","531697915,84","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100042","4","10","00","001","001000000","01-01-2011 00:00:00","TM TAHUN TANAM 2005","04","61,82","Hektare","SALDO AWAL","","3466153952","0","0","0","0","0","0","682121028,573334","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100043","4","12","00","001","001000000","01-01-2012 00:00:00","TM TAHUN TANAM 2006","04","40,68","Hektare","SALDO AWAL","","2418383360","0","0","0","0","0","0","416635866,533333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100044","20","10","31","001","001000000","01-07-2013 00:00:00","TM PISANG INTERCROP 2012","04","5,38","Hektare","SALDO AWAL","","90141954","0","0","0","0","0","0","90141949","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100045","20","13","31","001","001000000","01-12-2013 00:00:00","TM PISANG MONOCROP AFD.IV 223 HA","04","2,23","Hektare","SALDO AWAL","","145102357","0","0","0","0","0","0","145102354,936667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100046","20","10","31","001","001000000","01-12-2013 00:00:00","TM PISANG MONOCROP AFD.I 02 HA","04","0,2","Hektare","SALDO AWAL","","8785402","0","0","0","0","0","0","8785401,46666667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100047","20","13","31","001","001000000","01-01-2014 00:00:00","TM PISANG MONOCROP AFD.IV 277 HA","04","2,77","Hektare","SALDO AWAL","","97224816","0","0","0","0","0","0","97224813,2299999","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100048","4","11","00","001","001000000","01-01-2014 00:00:00","TM KARET TAHUN TANAM 2008 AFD.II","04","91,41","Hektare","SALDO AWAL","","7330259882","0","0","0","0","0","0","836429785,673334","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100049","20","10","31","001","001000000","01-01-2014 00:00:00","TM PISANG INTERCROP AFD.I 6.13 HA","04","6,13","Hektare","SALDO AWAL","","99168310","0","0","0","0","0","0","99168303,5366667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100050","20","14","31","001","001000000","01-09-2014 00:00:00","TM PISANG MONO AFD.V","04","9,5","Hektare","SALDO AWAL","","768162738","0","0","0","0","0","0","768162728,5","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100051","20","14","31","001","001000000","01-09-2014 00:00:00","TM PISANG MONO AFD.V","04","1,5","Hektare","SALDO AWAL","","158562796","0","0","0","0","0","0","158562794,166667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100052","20","15","31","001","001000000","01-10-2014 00:00:00","TM PISANG MONOCROP AFD.VI 3 HA","04","3","Hektare","SALDO AWAL","","275327288","0","0","0","0","0","0","275327285,333333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100053","20","14","31","001","001000000","01-10-2014 00:00:00","TM PISANG MONOCROP AFD.V 1751 HA","04","17,51","Hektare","SALDO AWAL","","1606993605","0","0","0","0","0","0","1606993587,99","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100054","20","10","31","001","001000000","01-10-2014 00:00:00","TM PISANG MONOCROP AFD.I 4 HA","04","4","Hektare","SALDO AWAL","","291188940","0","0","0","0","0","0","291188936","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100055","20","10","31","001","001000000","01-10-2014 00:00:00","TM PISANG INTERCROP AFD.I 364 HA","04","3,64","Hektare","SALDO AWAL","","76368732","0","0","0","0","0","0","76368728,36","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100056","20","15","31","001","001000000","01-11-2014 00:00:00","TM PISANG MONOCROP AFD.VI 9 HA","04","9","Hektare","SALDO AWAL","","658153111","0","0","0","0","0","0","658153102,166667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100057","20","14","31","001","001000000","01-11-2014 00:00:00","TM PISANG MONOCROP AFD.V 20 HA","04","20","Hektare","SALDO AWAL","","1462562468","0","0","0","0","0","0","1462562448,33333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100058","20","15","31","001","001000000","01-12-2014 00:00:00","TM MONOCROP AFD.VI 185 HA","04","18,5","Hektare","SALDO AWAL","","1417041576","0","0","0","0","0","0","1417041557,5","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100059","20","14","31","001","001000000","01-12-2014 00:00:00","TM PISANG MONOCROP AFD.V 19 HA","04","19","Hektare","SALDO AWAL","","1455339997","0","0","0","0","0","0","1455339978,16667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100060","20","10","31","001","001000000","01-12-2014 00:00:00","TM PISANG INTERCROP AFD.I 1.82 HA","04","1,82","Hektare","SALDO AWAL","","30481182","0","0","0","0","0","0","30481180,18","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100061","20","13","31","001","001000000","01-12-2014 00:00:00","TM PISANG MONOCROP AFD.IV 8.50 HA","04","8,5","Hektare","SALDO AWAL","","992006078","0","0","0","0","0","0","992006069,833333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100062","20","15","31","001","001000000","01-01-2015 00:00:00","TM MONOCROP AFD VI 4.39 HA","04","4,39","Hektare","SALDO AWAL","","453067785","0","0","0","0","0","0","453067781,11","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100063","20","13","31","001","001000000","01-01-2015 00:00:00","TM PISANG MONOCROP AFD.V 13 HA","04","13","Hektare","SALDO AWAL","","1341658590","0","0","0","0","0","0","1341658577","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100064","20","14","31","001","001000000","01-01-2015 00:00:00","TM PISANG MONOCROP AFD.V 1.75","04","1,75","Hektare","SALDO AWAL","","188752388","0","0","0","0","0","0","188752386,583333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100065","20","10","31","001","001000000","01-01-2015 00:00:00","TM PIOSANG INTERCROP AFD.I 3.64","04","3,64","Hektare","SALDO AWAL","","76669859","0","0","0","0","0","0","76669855,1933333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100066","20","13","31","001","001000000","01-02-2015 00:00:00","TM PISANG MONOCROP 10 HA","04","10","Hektare","SALDO AWAL","","1235249263","0","0","0","0","0","0","1235249253,16667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100067","4","11","00","001","001000000","01-02-2015 00:00:00","TM KARET AFD.II TAHUN TANAM 2009","04","20","Hektare","SALDO AWAL","","2195444724","0","0","0","0","0","0","168317427,88","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100068","20","10","31","001","001000000","01-02-2015 00:00:00","TM PISANG INTERCROP 1.81 HA","04","1,81","Hektare","SALDO AWAL","","36837411","0","0","0","0","0","0","36837409,69","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100069","4","10","00","001","001000000","01-02-2015 00:00:00","TM KARET AFD.I TAHUN TANAM 2009","04","60","Hektare","SALDO AWAL","","6214519640","0","0","0","0","0","0","476446500,133334","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100070","20","10","31","001","001000000","01-03-2015 00:00:00","TM INTERCROP AFD I 3.11 HA","04","3,11","Hektare","SALDO AWAL","","66623177","0","0","0","0","0","0","66623173,7233333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100071","20","13","31","001","001000000","01-04-2015 00:00:00","TM MONOCROP 7.75 HA AFD IV","04","7,75","Hektare","SALDO AWAL","","937276290","0","0","0","0","0","0","937276282,25","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100072","20","13","31","001","001000000","01-04-2015 00:00:00","TM MONOCROP 9.43 HA AFD IV","04","9,43","Hektare","SALDO AWAL","","1028133235","0","0","0","0","0","0","1028133225,73667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100073","20","12","31","001","001000000","01-04-2015 00:00:00","TM INTERCROP 14.6 HA AFD III","04","14,6","Hektare","SALDO AWAL","","315711448","0","0","0","0","0","0","315711433,066667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100074","20","10","31","001","001000000","31-08-2015 00:00:00","TM PISANG INTERCROP AFD I 36.36 HA","04","36,36","Hektare","SALDO AWAL","","689382617","0","0","0","0","0","0","689382580,473333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100075","20","13","31","001","001000000","31-10-2015 00:00:00","TM MONOCROP ARTANA 6.82 HA","04","6,82","Hektare","SALDO AWAL","","487473041","0","0","0","0","0","0","487473034,013333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100076","20","14","31","001","001000000","01-01-2016 00:00:00","TM PISANG TAHUN TANAM 2014","04","39,18","Hektare","SALDO AWAL","","3607846770","0","0","0","0","0","0","3607846730,82","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100077","20","14","31","001","001000000","01-01-2016 00:00:00","TM PISANG TAHUN TANAM 2014","04","5,82","Hektare","SALDO AWAL","","535928234","0","0","0","0","0","0","535928228,513333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100078","20","10","31","001","001000000","01-01-2016 00:00:00","TM PISANG TAHUN TANAM 2014","04","2,27","Hektare","SALDO AWAL","","79060865","0","0","0","0","0","0","79060862,5633333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100079","20","10","31","001","001000000","01-01-2016 00:00:00","TM PISANG TAHUN TANAM 2014","04","7,7","Hektare","SALDO AWAL","","268180027","0","0","0","0","0","0","268180019,466667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100080","20","10","31","001","001000000","01-01-2016 00:00:00","TM PISANG TAHUN TANAM 2014","04","6,03","Hektare","SALDO AWAL","","210016307","0","0","0","0","0","0","210016300,803333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100081","20","10","31","001","001000000","01-01-2016 00:00:00","TM PISANG TAHUN TANAM 2014","04","24","Hektare","SALDO AWAL","","835885799","0","0","0","0","0","0","835885774,833333","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100100082","4","10","00","001","001000000","01-01-2016 00:00:00","TM TAHUN TANAM 2010","04","7,28","Hektare","SALDO AWAL","","7137256009","0","0","0","0","0","0","285490239,996666","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100200002","0","10","00","002","002000000","31-01-2011 00:00:00","TBM TAHUN TANAM 2011","04","95,5","Hektare","SALDO AWAL","","9339665698","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100200003","0","10","00","002","002000000","31-01-2012 00:00:00","TBM TAHUN TANAM 2012 AFD.I","04","78,45","Hektare","SALDO AWAL","","6960063479","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100200004","0","11","00","002","002000000","31-01-2012 00:00:00","TBM TAHUN TANAM 2012 AFD.II","04","61,51","Hektare","SALDO AWAL","","6048267246","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100200005","0","12","00","002","002000000","01-01-2013 00:00:00","TBM 2013 AFD.III","04","86,42","Hektare","SALDO AWAL","","6627855972","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100200006","0","10","00","002","002000000","01-01-2014 00:00:00","TBM TAHUN TANAM 2014 AFD.I","04","24,82","Hektare","SALDO AWAL","","1465534035","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100200007","0","11","00","002","002000000","01-01-2014 00:00:00","TBM TAHUN TANAM 2014 AFD.II","04","41,98","Hektare","SALDO AWAL","","2885940122","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300001","5","02","00","003","003010000","01-01-1972 00:00:00","RUMAH STAF 1","01","1","UNIT","SALDO AWAL","","21265493","0","0","0","0","0","0","21265492","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300002","5","02","00","003","003010000","01-01-1972 00:00:00","RUMAH STAF 2","01","1","UNIT","SALDO AWAL","","9231002","0","0","0","0","0","0","9231001","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300003","5","02","00","003","003010000","01-01-1972 00:00:00","RUMAH STAF 3","01","1","UNIT","SALDO AWAL","","7179668","0","0","0","0","0","0","7179667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300004","5","02","00","003","003010000","01-01-1972 00:00:00","RUMAH STAF 4","01","1","UNIT","SALDO AWAL","","7179668","0","0","0","0","0","0","7179667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300005","5","02","00","003","003010000","01-01-1972 00:00:00","RUMAH STAF 5","01","1","UNIT","SALDO AWAL","","7179668","0","0","0","0","0","0","7179667","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300006","5","02","00","003","003030000","01-01-1973 00:00:00","RUMAH BULANAN 44","01","1","UNIT","SALDO AWAL","","1768368","0","0","0","0","0","0","1768367","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300007","5","02","00","003","003030000","01-01-1973 00:00:00","RUMAH BULANAN 46","01","1","UNIT","SALDO AWAL","","1768368","0","0","0","0","0","0","1768367","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300008","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 43","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300009","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 23","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300010","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 26","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300011","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 48","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300012","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 49","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300013","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 18","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300014","5","02","00","003","003030000","01-01-1974 00:00:00","RUMAH BULANAN 16","01","1","UNIT","SALDO AWAL","","2082234","0","0","0","0","0","0","2082233","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300015","5","02","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN  41","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300016","5","02","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 42","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300017","5","02","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 44","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300018","5","02","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 43","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300019","5","02","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 41","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300020","5","02","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 46","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300021","5","10","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 5","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300022","5","10","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 10","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300023","5","10","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 8","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300024","5","10","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 9","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
"71","01-01-2017 00:00:00","7100300025","5","10","00","003","003030000","01-01-1980 00:00:00","RUMAH KARYAWAN 10","01","1","UNIT","SALDO AWAL","","2564200","0","0","0","0","0","0","2564199","0","0","0","0","0","0","",
